RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Dataset (ERDDAP) ID
GLOS,WIM_350,,HW_Grosse_Point_Farms,,42.40430069,-82.88179779,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, oxidation_reduction_potential, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_351,,HW_Ira_Township,,42.68370056,-82.6678009,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, oxidation_reduction_potential, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_352,,HW_Marysville,,42.9073,-82.4657,fixed,2007,Y,,N,Wayne State University,academic,,,"phycocyanin_concentration,  phycocyanin_fluorescence, mass_concentration_of_chlorophyll_in_sea_water, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, oxidation_reduction_potential, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_355,,HW_Port_Huron,,42.98709869,-82.42479706,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water,  mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, oxidation_reduction_potential, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_356,,HW_Southwest,,42.22930145,-83.20629883,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, oxidation_reduction_potential, fractional_saturation_of_oxygen_in_sea_water, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_357,,HW_St._Clair,,42.82529831,-82.48470306,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, oxidation_reduction_potential, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_358,,HW_Water_Works_Park,,42.35490036,-82.97530365,fixed,2007,Y,,N,Wayne State University,academic,,,"phycocyanin_concentration,  phycocyanin_fluorescence, mass_concentration_of_chlorophyll_in_sea_water, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_359,,HW_Wyandotte,,42.2079,-83.1445,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, oxidation_reduction_potential, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_831,,HW_Marine_City,,42.71670151,-82.49079895,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water,  mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, oxidation_reduction_potential, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_832,,HW_Algonac,,42.6211,-82.5267,fixed,2007,Y,,N,Wayne State University,academic,,,"mass_concentration_of_chlorophyll_in_sea_water, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, oxidation_reduction_potential, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,
GLOS,WIM_968,,HW_Monroe,,41.947181,-83.255645,fixed,2007,Y,,N,Wayne State University,academic,,,"phycocyanin_concentration,  phycocyanin_fluorescence, mass_concentration_of_chlorophyll_in_sea_water, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water, fractional_saturation_of_oxygen_in_sea_water, oxidation_reduction_potential, sea_water_specific_conductivity, sea_water_temperature, sea_water_turbidity, sea_water_ph_reported_on_total_scale, latitude, longitude, time",,GLOS.xlsx,
GLOS,WLE-ESP,,WLE-ESP,Nutrient buoy in Western Lake Erie deployed near Environmental System Processor (ESP),41.7351,-83.3007,moored_buoy,2021-05-08 00:00:00,Y,,Yp,Great Lakes Environmental Research Laboratory,gov_federal,,,"wind_from_direction,wind_speed,wind_speed_of_gust, air_temperature, air_pressure_at_mean_sea_level, sea_water_temperature, sea_water_electrical_conductivity, sea_water_turbidity,  chlorophyll_fluorescence,   fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water,  phycocyanin_fluorescence, battery_voltage, time, latitude, longitude, depth",,GLOS.xlsx,obs_89
GLOS,WSLM4,WSLM4,"Station WSLM4 - White Shoal Light, MI",Lake Michigan Evaporation and Meteorological Data from White Shoal (WSLM4),45.842,-85.135,tower,2016-02-22 00:00:00,Y,,Yp,Great Lakes Environmental Research Lab,gov_federal,,,"wind_from_direction, wind_speed, air_pressure_at_mean_sea_level, air_temperature, surface_downwelling_shortwave_flux_in_air, dew_point_temperature, time, latitude, longitude, depth, relative_humidy, altitude, sea_surface_temperature",,GLOS.xlsx,obs_10
GLOS,WSP,,Wilderness State Park Weather Station,,45.74666666666667,-84.90083333333334,tower,2022-05-01 00:00:00,Y,,N,Little Traverse Bay Bands of Odawa Indians,tribal,,,"wind_speed, wind_speed_of_gust, wind_from_direction, air_temperature, relative_humidity,  surface_downwelling_shortwave_flux_in_air; air_pressure, latitude, longitude, time, altitude",,GLOS.xlsx,
PACIOOS,AWS-HIMB,,Coconut Island Weather Station,,21.433,-157.7863,fixed,2005-01-01 00:00:00,Y,,N,Hawaii Institute of Marine Biology,Academic,Hawaii Institute of Marine Biology,PacIOOS,"air_temperature, rainfall_amount, wind_speed, wind_from_direction, downwelling_shortwave_flux_in_air, sea_water_temperature, surface_downwelling_photosynthetic_photon_flux_in_air, altitude",No WMO ID because asset is land-based.,PACIOOS.xlsx,
PACIOOS,WS- Pier 1,,Pier 1 Honolulu Weather Station,Davis Weather Station,21.2962,-157.8687,fixed,2019-08-14 00:00:00,Y,Hawaii Pilot's Assoc.,N,PacIOOS,Private/Academic,PacIOOS,PacIOOS,"air_temperature, rainfall_amount, wind_speed, wind_from_direction, relative_humidity, air_pressure",No WMO ID because asset is land-based.,PACIOOS.xlsx,
PACIOOS,CDIP 098,51202,"Mokapu Point, Oahu, Hawaii",Datawell Waverider,21.415,-157.6783,wave_buoy,2000-08-09 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 106,51201,"Waimea Bay, Oahu, Hawaii",Datawell Waverider,21.6705,-158.1172,wave_buoy,2001-12-15 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 121,52200,"Ipan, Guam",Datawell Waverider,13.3542,144.7883,wave_buoy,2003-07-15 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 163,52201,"Kalo, Majuro, Marshall Islands",Datawell Waverider,7.0835,171.3918,wave_buoy,2016-05-04 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",Replacement buoy on-site.  Waiting on lifted travel restrictions to redeploy.,PACIOOS.xlsx,
PACIOOS,CDIP 187,51205,"Pauwela, Maui, Hawaii",Datawell Waverider,21.0182,-156.4252,wave_buoy,2011-12-03 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 188,51206,"Hilo, Hawaii",Datawell Waverider,19.78,-154.97,wave_buoy,2012-03-04 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 189,51209,"Aunuu, American Samoa",Datawell Waverider,-14.2645, -170.4934,wave_buoy,2014-10-23 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 196,52202,"Ritidian Point, Guam",Datawell Waverider,13.6837,144.8121,wave_buoy,2012-10-20 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",Replacement buoy on-site.  Waiting on weather window to redeploy.,PACIOOS.xlsx,
PACIOOS,CDIP 197,52211,"Tanapag, Saipan, CNMI",Datawell Waverider,15.2685, 145.6623 ,wave_buoy,2012-10-24 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",Replacement buoy on-site.  Waiting on weather window to redeploy.,PACIOOS.xlsx,
PACIOOS,CDIP 198,51207,"Kaneohe Bay, Oahu, Hawaii",Datawell Waverider,21.4775,-157.7526,wave_buoy,2012-10-16 00:00:00,Y,PacIOOS,Yp,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 202,51208,"Hanalei, Kauai,  Hawaii",Datawell Waverider,22.2847,-159.5742,wave_buoy,2013-10-02 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 225,51210,"Kaneohe WETS, Oahu, Hawaii",Datawell Waverider,21.4774,-157.7558,wave_buoy,2017-10-26 00:00:00,O,PacIOOS,Yp,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
PACIOOS,CDIP 233,51211,"Pearl Harbor Entrance, Hawaii",Datawell Waverider DM4,21.2974,-157.9589,wave_buoy,2017-06-06 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",,PACIOOS.xlsx,
PACIOOS,CDIP 219,52212,"Ngaraard, Babeldaob, Palau",Datawell Waverider,7.6296,134.6704,wave_buoy,2022-04-29 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",,PACIOOS.xlsx,
PACIOOS,NS02,HYCH1,Hawaii Yacht Club NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",21.28641,-157.8428,fixed,2008-07-28 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PACIOOS,NS03,HLTH1,Hilton Hawiian Village NSS,SBE-16V2+,21.28042,-157.8381,fixed,2009-01-15 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PACIOOS,NS04,WQMH1,Waikiki Aquarium NSS,SBE-16V2+,21.26588,-157.8228,fixed,2009-09-25 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PACIOOS,NS05,,Pago Pago NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",-14.2766,-170.6908,fixed,2010-06-08 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PACIOOS,NS06,,Pohnpei NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",6.873681,158.2245,fixed,2010-05-07 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PACIOOS,NS07,,Majuro NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",7.106,171.3728,fixed,2010-05-02 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PACIOOS,NS10,MNBH1,Maunalua Bay NSS,"SBE-16V2+, Wetlabs ECOFLNTUS",21.28009,-157.711,fixed,2011-05-30 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",,PACIOOS.xlsx,
PACIOOS,NS12,,"Kalama Beach Park, Maui NSS",YSI-6600V2,20.73121,-156.455,fixed,2014-08-01 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PACIOOS,NS17,,"Pago Bay, Guam NSS","SBE-16V2+, Wetlabs ECOFLNTUS",13.42059,144.78604,fixed,2019-02-02 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","Used to be at NS15 site.  Site moved due to excessive sedementation. In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PACIOOS,PP09,,"Nomilo Fish Pond, Kauai PP","SBE-16V2+, Wetlabs ECOFLNTUS",21.886205,-159.5275,rotating locations in fishpond,2021-09-22 00:00:00,Y,PacIOOS,Yf,PacIOOS,Nonprofit,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ","In water logging, doesn't report in real-time.",PACIOOS.xlsx,
PACIOOS,WQB-04,51045,"Hilo Bay, Hawaii",YSI-EMM-68,19.7342,-155.0817,moored_buoy,2010-10-23 00:00:00,O,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_turbidity, mass_concentration_of_chlorophyll_a_in_sea_water",,PACIOOS.xlsx,
PACIOOS,WQB-05,51046,"Pelekane Bay, Hawaii",YSI-EMM-68; YSI SONDE 6600 V2-4,20.0241,-155.8285,moored_buoy,2018-03-09 00:00:00,Y,PacIOOS ,Yf,PacIOOS,Academic,PacIOOS,PacIOOS,"sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_turbidity, mass_concentration_of_chlorophyll_a_in_sea_water",,PACIOOS.xlsx,
SCCOOS,,TNWC1,Stearns Wharf,Automated Shore Station,34.4107,-119.6874,fixed,2005,Y,SCCOOS,Yf,UCSD,Academic ,UCSD,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",WMO ID In process. operated by Melissa Carter ,SCCOOS.xlsx,
SCCOOS,,,Santa Monica Pier,Automated Shore Station,34.0086,-118.4986,fixed,2005,Y,SCCOOS/City of LA/Santa Monica Bay Foundation,Yp,UCSD,Academic ,UCSD,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",WMO ID In process. operated by Melissa Carter ,SCCOOS.xlsx,
SCCOOS,,NEWC1,Newport Pier,Automated Shore Station,33.6073,-117.9289,fixed,2005,Y,SCCOOS,Yf,UCSD,Academic ,UCSD,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",WMO ID In process. operated by Melissa Carter ,SCCOOS.xlsx,
SCCOOS,,LJSC1,Scripps Pier,Automated Shore Station,32.867,-117.257,fixed,2005,Y,SCCOOS,Yf,UCSD,Academic ,UCSD,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",WMO ID In process. operated by Melissa Carter ,SCCOOS.xlsx,
SCCOOS,,,Cal Poly Pier,Harmful Algae Bloom monitoring program station,35.17,-120.741,sampling_location,2005,Y,SCCOOS,Yf,UCSD,Academic ,Cal Poly,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",Data management under development haven't applied for a WMO ID yet. Operated by Ryan Walters ,SCCOOS.xlsx,
SCCOOS,,,Stearns Wharf,Harmful Algae Bloom monitoring program station,34.4107,-119.6874,sampling_location,2005,Y,SCCOOS,Yf,UCSD,Academic ,UCSB,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",Data management under development haven't applied for a WMO ID yet. Operated by Mark Brezezinski,SCCOOS.xlsx,
SCCOOS,,,Santa Monica Pier,Harmful Algae Bloom monitoring program station,34.0086,-118.4986,sampling_location,2005,Y,SCCOOS,Yf,UCSD,Academic ,UCLA,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",Data management under development haven't applied for a WMO ID yet. Operated by Rebecca Shipe ,SCCOOS.xlsx,
SCCOOS,,,Newport Pier,Harmful Algae Bloom monitoring program station,33.6073,-117.9289,sampling_location,2005,Y,SCCOOS,Yf,UCSD,Academic ,USC,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",Data management under development haven't applied for a WMO ID yet. Operated by Dave Caron,SCCOOS.xlsx,
SCCOOS,,,Scripps Pier,Harmful Algae Bloom monitoring program station,32.867,-117.257,sampling_location,2005,Y,SCCOOS,Yf,UCSD,Academic ,UCSD,Southern California Coastal Ocean Observing System (SCCOOS) ,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",Data management under development haven't applied for a WMO ID yet. Operated by Melissa Carter,SCCOOS.xlsx,
SCCOOS,,,Scripps Pier,OAH Monitoring ,32.867,-117.257,sampling_location,2022,Y,SCCOOS,Yf,UCSD,Academic ,UCSD,Southern California Coastal Ocean Observing System (SCCOOS) ,"pH, dissolved_oxygen, temperature, conductivity, pressure",Todd Martz Self-Calibrating SeapHOx,SCCOOS.xlsx,
SCCOOS,,,Agua Hedionda Lagoon near Carlsbad Aquafarm,Burkeolator,33.139,-117.339,fixed,2014,N,OAP/SCCOOS,Yf,OSU,Academic ,UCSD,Southern California Coastal Ocean Observing System (SCCOOS) ,"total_alkalinity (1 m) CO2 (1 m), dissolved_inorganic_carbon (1 m),aragonite_saturation (1 m), sea_water_salinity (1 m), sea_water_temperature (1 m) ",operated by Todd Martz,SCCOOS.xlsx,
SCCOOS,,,Agua Hedionda Lagoon near Carlsbad Aquafarm,ACDC Gen 2,33.139,-117.339,fixed,2018,N,OAP/SCCOOS,Yf,UW,Academic ,UCSD ,Southern California Coastal Ocean Observing System (SCCOOS) ,pCO2 (2 m) ,operated by Todd Martz,SCCOOS.xlsx,
SCCOOS,,,Agua Hedionda Lagoon near Carlsbad Aquafarm,SeapHOx,33.139,-117.339,fixed,2018-04-01 00:00:00,N,OAP/SCCOOS,Yp,UCSD,Academic ,UCSD ,Southern California Coastal Ocean Observing System (SCCOOS) ,"pH, dissolved_oxygen, temperature, conductivity, pressure","operated by Todd Martz. pH, dissolved oxygen, temperature, conductivity, and pressure, and data are combined with an average total alkalinity from bottle samples to derive the saturation state of aragonite.",SCCOOS.xlsx,
SCCOOS,,,Catalina Sea Ranch - NOMAD Buoy ,ACDC Gen 1,33.3628,-118.0628,buoy ,2019,N,OAP/SCCOOS,Yf,UCSD,Academic ,UCSD ,Southern California Coastal Ocean Observing System (SCCOOS) ,pCO2,operated by Todd Martz,SCCOOS.xlsx,
