RA,Latitude,Longitude,station_long_name,Platform,Operational,station_deployment,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,file
PacIOOS,21.433,-157.7863,Coconut Island Weather Station,fixed,Y,2005-01-01 00:00:00,N,X,,,,,X,X,,X,X,,,X,,,,,,,,,,,,,,"air_temperature, rainfall_amount, wind_speed, wind_from_direction, downwelling_shortwave_flux_in_air, sea_water_temperature, surface_downwelling_photosynthetic_photon_flux_in_air, altitude",PacIOOS.xlsx
PacIOOS,21.2962,-157.8687,Pier 1 Honolulu Weather Station,fixed,Y,2019-08-14 00:00:00,N,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,"air_temperature, rainfall_amount, wind_speed, wind_from_direction, relative_humidity, air_pressure",PacIOOS.xlsx
PacIOOS,21.415,-157.6783,"Mokapu Point, Oahu, Hawaii",wave_buoy,Y,2000-08-09 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,21.6705,-158.1172,"Waimea Bay, Oahu, Hawaii",wave_buoy,Y,2001-12-15 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,13.3542,144.7883,"Ipan, Guam",wave_buoy,Y,2003-07-15 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,7.0835,171.3918,"Kalo, Majuro, Marshall Islands",wave_buoy,Y,2016-05-04 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,21.0182,-156.4252,"Pauwela, Maui, Hawaii",wave_buoy,O,2011-12-03 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,19.78,-154.97,"Hilo, Hawaii",wave_buoy,Y,2012-03-04 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,-14.2645,-170.4934,"Aunuu, American Samoa",wave_buoy,Y,2014-10-23 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,13.6837,144.8121,"Ritidian Point, Guam",wave_buoy,O,2012-10-20 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,15.2685,145.6623,"Tanapag, Saipa, CNMI",wave_buoy,Y,2012-10-24 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,21.4775,-157.7526,"Kaneohe Bay, Oahu, Hawaii",wave_buoy,Y,2012-10-16 00:00:00,Yp,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,22.2847,-159.5742,"Hanalei, Kauai,  Hawaii",wave_buoy,O,2013-10-02 00:00:00,Yf,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,21.4774,-157.7558,"Kaneohe WETS, Oahu, Hawaii",wave_buoy,Y,2017-10-26 00:00:00,Yp,X,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",PacIOOS.xlsx
PacIOOS,21.2974,-157.9589,"Pearl Harbor Entrance, Hawaii",wave_buoy,Y,2017-06-06 00:00:00,Yf,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",PacIOOS.xlsx
PacIOOS,21.3233,-158.1497,"Kalaeloa, Barbers Point, HI",wave_buoy,Y,2018-05-31 00:00:00,Yf,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",PacIOOS.xlsx
PacIOOS,20.7502,-157.0034,"Lanai SW, HI",wave_buoy,Y,2018-06-20 00:00:00,Yf,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,"sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_significant_height, sea_water_speed, sea_water_temperature, sea_water_to_direction",PacIOOS.xlsx
PacIOOS,21.28641,-157.8428,Hawaii Yacht Club NSS,fixed,Y,2008-07-28 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,21.28042,-157.8381,Hilton Hawiian Village NSS,fixed,Y,2009-01-15 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,21.26588,-157.8228,Waikiki Aquarium NSS,fixed,Y,2009-09-25 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,-14.2766,-170.6908,Pago Pago NSS,fixed,Y,2010-06-08 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,6.873681,158.2245,Pohnpei NSS,fixed,Y,2010-05-07 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,7.106,171.3728,Majuro NSS,fixed,Y,2010-05-02 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,21.28009,-157.711,Maunalua Bay NSS,fixed,Y,2011-05-30 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,20.73121,-156.455,"Kalama Beach Park, Maui NSS",fixed,Y,2014-08-01 00:00:00,Yf,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,21.2638,-157.7635,Maunalua Bay NSS,fixed,Y,2019-08-08 00:00:00,Yp,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,21.27586,-157.7474,Maunalua Bay NSS,fixed,Y,2019-08-08 00:00:00,Yp,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,21.27449,-157.7147,Maunalua Bay NSS,fixed,Y,2019-08-08 00:00:00,Yp,X,X,X,,,,,,,,,,,,X,,,,,,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, sea_water_pressure,  mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity ",PacIOOS.xlsx
PacIOOS,19.7342,-155.0817,"Hilo Bay, Hawaii",moored_buoy,Y,2010-10-23 00:00:00,Yf,X,X,,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_turbidity, mass_concentration_of_chlorophyll_a_in_sea_water",PacIOOS.xlsx
PacIOOS,20.0241,-155.8285,"Pelekane Bay, Hawaii",moored_buoy,Y,2018-03-09 00:00:00,Yf,X,X,,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_turbidity, mass_concentration_of_chlorophyll_a_in_sea_water",PacIOOS.xlsx
PacIOOS,21.2887,-157.865,Kilo Nalu Buoy,moored_buoy,Y,2008-08-07 00:00:00,N,X,X,,,,,,X,,,,,,,X,X,X,X,,X,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air",PacIOOS.xlsx
PacIOOS,21.2799,-157.848,Ala Wai Buoy,moored_buoy,Y,2008-08-07 00:00:00,N,X,X,,,,,,X,,,,,,,X,X,X,X,,X,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air",PacIOOS.xlsx
PacIOOS,-14.3645,-170.7629,"Fagatele Bay, Tutuila, Am Samoa",moored_buoy,Y,2019-05-20 00:00:00,Yp,X,X,,,,,,X,,,,,,,X,X,X,X,,X,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air",PacIOOS.xlsx
PacIOOS,21.46,-157.8,CRIMP2 Buoy,moored_buoy,Y,2008-06-10 00:00:00,N,X,X,,,,,,X,,,,,,,X,X,X,X,,X,,X,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_salinity, mass_concentration_of_oxygen_in_sea_water, mass_concentration_of_chlorophyll_in_sea_water, sea_water_turbidity, surface_air_pressure, sea_water_ph_reported_on_total_scale, mole_fraction_of_carbon_dioxide_in_sea_water, mole_fraction_of_carbon_dioxide_in_air",PacIOOS.xlsx
SCCOOS,34.4107,-119.6874,Stearns Wharf,fixed,Y,2005,Yf,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",SCCOOS.xlsx
SCCOOS,34.0086,-118.4986,Santa Monica Pier,fixed,Y,2005,Yp,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",SCCOOS.xlsx
SCCOOS,33.6073,-117.9289,Newport Pier,fixed,Y,2005,Yf,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",SCCOOS.xlsx
SCCOOS,32.867,-117.257,Scripps Pier,fixed,Y,2005,Yf,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature (2m), sea_water_pressure (2m), mass_concentration_of_chlorophyll_in_sea_water (2m), sea_water_electrical_conductivity (2m)",SCCOOS.xlsx
SCCOOS,33.139,-117.339,Agua Hedionda Lagoon near Carlsbad Aquafarm,fixed,N,2014,Yf,X,X,,,,,,,,,,,,,,,,,,,X,,,,X,,"total_alkalinity (1 m) CO2 (1 m), dissolved_inorganic_carbon (1 m),aragonite_saturation (1 m), sea_water_salinity (1 m), sea_water_temperature (1 m) ",SCCOOS.xlsx
SCCOOS,33.139,-117.339,Agua Hedionda Lagoon near Carlsbad Aquafarm,fixed,N,2018,Yf,,,,,,,,,,,,,,,,,X,,,,,,,,,,pCO2 (2 m) ,SCCOOS.xlsx
SCCOOS,33.139,-117.339,Agua Hedionda Lagoon near Carlsbad Aquafarm,fixed,N,2018-04-01 00:00:00,Yp,,,,,,,,,,,,,,,,X,,,,X,,,,,,,"pH, dissolved_oxygen, temperature, conductivity, pressure",SCCOOS.xlsx
SCCOOS,33.3628,-118.0628,Catalina Sea Ranch - NOMAD Buoy ,moored_buoy,N,2019,Yf,,,,,,,,,,,,,,,,,X,,,,,,,,,,pCO2,SCCOOS.xlsx
SCCOOS,32.94905,-117.27357,2,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,33.2435,-117.46542,3,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,33.49462,-117.74741,31,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,33.67442,-118.08369,32,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,33.88887,-118.44423,33,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,34.02136,-118.83413,36,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,34.26509,-119.32781,57,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,34.40555,-119.80037,58,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,34.46667,-120.48906,60,ship,Y,2004,Yf,X,,,,,,,,,X,,,X,X,,X,,,,,,X,X,,,,"sea_water_temperature (sfc and 2 depths), sea_water_electrical_conductivity (sfc and 2 depths), dissovled_oxygen (sfc and 2 depths),  mass_concentration_of_chlorophyll_in_sea_water  (sfc and 2 depths), mole_concentration_of_dissolved_inorganic_carbon_in_sea_water (sfc and 2 depths), mole_concentration_of_nitrate_in_sea_water (sfc and 2 depths),   downwelling_photosynthetic_radiance_in_sea_water (sfc and 2 depths), sea_water_speed (sfc and 2 depths), sea_surface_wave_directional_spread (sfc), sea_surface_swell_wave_period (sfc), sea_surface_wave_hieght (sfc), phaeophytin (sfc and 2 depths), HPLC_phytoplankton (sfc and 2 depths), zooplankton (sfc and 2 depths), latitude (sfc), longitude (sfc)",SCCOOS.xlsx
SCCOOS,35.17,-120.741,Cal Poly Pier,,Y,2005,Yf,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",SCCOOS.xlsx
SCCOOS,34.4107,-119.6874,Stearns Wharf,,Y,2005,Yf,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",SCCOOS.xlsx
SCCOOS,34.0086,-118.4986,Santa Monica Pier,,Y,2005,Yf,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",SCCOOS.xlsx
SCCOOS,33.6073,-117.9289,Newport Pier,,Y,2005,Yf,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",SCCOOS.xlsx
SCCOOS,32.867,-117.257,Scripps Pier,,Y,2005,Yf,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water,mole_concentration_of_nitrate_in_sea_water,mole_concentration_of_nitrite_in_sea_water,mole_concentration_of_ammonium_in_sea_water,mole_concentration_of_silicate_in_sea_water, mole_concentration_of_phosphate_in_sea_water, mole_concentration_of_phaeophytin_in_sea_water, domoic_acid, Pseudo-nitzschia_delicatissima_group, Pseudo-nitzschia seriata_group, Alexandrium_spp, Ceratium_spp, Cochlodinium_spp, Dinophysis_spp, Gymnodinium_spp,Lingulodinium_polyedrum, Prorocentrum_spp",SCCOOS.xlsx
SCCOOS,32.938,-117.326,Del Mar Mooring,moored_buoy,U - no longer funded ,2006,N,X,,,,,,,,,,,,,,,X,,,,,,X,,,,,"sea_water_temperature (35 m 90 m), sea_water_electrical_conductivity (35 m 90 m),  dissovled_oxygen (35 m 90 m), mass_concentration_of_chlorophyll_in_sea_water (35 m 90 m)",SCCOOS.xlsx
