RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,CARICOOS Contact (Name and Email),RA/Federal Affiliation,Dataset ID,Unnamed: 15,Unnamed: 18
NANOOS,CMOP Saturn 03,SETO3,SATURN-03,,46.1997,-123.94,fixed shore platform,04/2008,Y,,Yp,CRITFC,Tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (2.4m, 8.2m, 13.0m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expres sed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (2.4m,  8.2m, 13.0m), H1_FluorescMin (2.4m, 8.2m, 13.0m), H1_Nitrate (2.4m,  8.2m, 13.0m), mass_concentration_of_oxygen_in_sea_water (2.4m, 8.2m, 13.0m), fractional_saturation_of_oxygen_in_sea_water (2.4m, 8.2m,   13.0m), sea_water_ph_reported_on_total_scale (2.4m, 8.2m, 13.0m), H1_PhrthrnFluoresc (2.4m, 8.2m, 13.0m), quantum_yield_of_fluourescence (2.4m, 8.2m, 13.0m), sea_water_practical_salinity (2.4m, 8.2m, 13.0m), sea_water_turbidity (2.4m, 8.2m, 13.0m), sea_water_temperature (2.4m, 8.2m, 13.0m)",,NANOOS.xlsx,,,,,
NANOOS,CMOP Saturn 04,SEFO3,SATURN-04,,46.2036,-123.7586,fixed shore platform,11/2001,Y,,Yp,CRITFC,Tribal,CRITFC,CRITFC,"concentration_of_colored_dissolved_organic_matter_in_sea_water_expres sed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.3m, 8.6m), mass_concentration_of_oxygen_in_sea_water (0.3m, 8.6m),fractional_saturation_of_oxygen_in_sea_water (0.3m, 8.6m), sea_water_practical_salinity (0.3m, 8.6m), sea_water_turbidity (0.3m,8.6m), sea_water_temperature (0.3m, 8.6m)",,NANOOS.xlsx,,,,,
NANOOS,CMOP Saturn 05,SRFW1,SATURN River Station 05 (LOBO Station),,46.1845,-123.1874,fixed shore platform,06/2009,O,,N,CRITFC,Tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (2.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expres sed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (2.5m), sea_water_electrical_conductivity (2.5m), mass_concentration_of_oxygen_in_sea_water (2.5m),fractional_saturation_of_oxygen_in_sea_water (2.5m), sea_water_pressure (2.5m), sea_water_turbidity (2.5m),sea_water_temperature (2.5m)",,NANOOS.xlsx,,,,,
NANOOS,CMOP Saturn 07,46116,SATURN-07,,46.286,-124.0151,moored buoy,12/2012,Y,,Yp,"Oregon Health Sciences University (OHSU), Portland State University (PSU), USGS","Academic, Federal","OHSU, PSU, USGS",CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (1m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expres sed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (1m), mass_concentration_of_oxygen_in_sea_water (1m),fractional_saturation_of_oxygen_in_sea_water (1m),sea_water_practical_salinity (1m), sea_water_turbidity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,,,,,
NANOOS,CMOP Saturn 09,46117,SATURN-09,,46.1765,-123.8693,fixed shore platform,09/2014,Y,,Yp,CRITFC,Tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (0.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expres sed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.5m), mass_concentration_of_oxygen_in_sea_water (0.5m),fractional_saturation_of_oxygen_in_sea_water (0.5m),sea_water_practical_salinity (0.5m), sea_water_turbidity (0.5m), sea_water_temperature (0.5m)",,NANOOS.xlsx,,,,,
NANOOS,NERRS SOSCHWQ,CWQO3,"Station SOSCHWQ - Charleston Bridge, South Slough Reserve",,43.338,-124.321,fixed shore platform,01/2011,O,,Yp,NERRS - South Slough,Federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable),sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidallyvariable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,,,
NANOOS,NERRS SOSECWQ,SLOO3,"Station SOSECWQ - Elliot Creek, South Slough Reserve",,43.2965,-124.3107,fixed shore platform,09/2012,Y,,Yp,NERRS - South Slough,Federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable),sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidallyvariable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,,,
NANOOS,NERRS SOSTCMET,SNTO3,"Station SOSTCMET - Tom's Creek, South Slough Reserve",,43.2791,-124.3184,land station,11/2016,Y,,Yp,NERRS - South Slough,Federal,NERRS - South Slough,CDMO,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air,precipitation_accumulated, relative_humidity, wind_from_direction,wind_speed_of_gust, wind_speed",,NANOOS.xlsx,,,,,
NANOOS,NERRS SOSWIWQ,CHQO3,"Station SOSWIWQ - Winchester Arm, South Slough Reserve",,43.282,-124.32,fixed shore platform,01/2011,Y,,Yp,NERRS - South Slough,Federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable),sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidallyvariable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,,,
NANOOS,SSNERR-CTCLUSI SOSNSWQ,,SOSNSWQ Station - North Spit-BLM Boat Ramp near North Bend,,43.4139,-124.2789,fixed shore platform,08/2014,Y,,Yp,NERRS - South Slough,Federal,NERRS - South Slough,NWSHADS,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable),sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidallyvariable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,,,
NANOOS,ORCA Carr Inlet,46121,Profiling Buoy at Carr Inlet - South Sound,,47.28,-122.73,profiling buoy,10/2010,Y,,Yp,APL-UW,Academic,APL-UW,APL-UW / Northwest Environmental Moorings (NWEM),"air_temperature, surface_air_pressure, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air,relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling),fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~40m,NANOOS.xlsx,,,,,
NANOOS,ORCA Dabob Bay,46122,Profiling Buoy at Dabob Bay - Hood Canal,,47.8034,-122.8029,profiling buoy,07/2010,Y,,Yp,APL-UW,Academic,APL-UW,APL-UW / NWEM,"surface_partial_pressure_of_carbon_dioxide_in_air, surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.1m), mass_concentration_of_oxygen_in_sea_water (profiling),fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~95m,NANOOS.xlsx,,,,,
NANOOS,ORCA Hansville,46125,Profiling Buoy at Hansville - Hood Canal,,47.9073,-122.627,profiling buoy,11/2010,Y,,Yp,APL-UW,Academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, dew_point_temperature,relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling),fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~85m,NANOOS.xlsx,,,,,
NANOOS,ORCA Hoodsport,46124,Profiling Buoy at Hoodsport - Hood Canal,,47.4218,-123.1126,profiling buoy,08/2010,Y,,Yp,APL-UW,Academic,APL-UW,APL-UW / NWEM,"mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling),sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~120m,NANOOS.xlsx,,,,,
NANOOS,ORCA Point Wells,46120,Profiling Buoy at Point Wells - Central Sound,,47.7612,-122.3972,profiling buoy,04/2010,Y,,Yp,APL-UW,Academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air,relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling),fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~90m,NANOOS.xlsx,,,,,
NANOOS,ORCA Twanoh,46123,Profiling Buoy at Twanoh - Hood Canal,,47.375,-123.0083,profiling buoy,08/2010,Y,,Yp,APL-UW,Academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air,relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.1m), mass_concentration_of_oxygen_in_sea_water (profiling),fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~30m,NANOOS.xlsx,,,,,
NANOOS,OSU CB-06,46128,"CB-06, 6NM W of Coos Bay",,43.2916,-124.5383,moored buoy,07/2017,Y,,Yp,Oregon State University (OSU),Academic,OSU,OSU,"surface_partial_pressure_of_carbon_dioxide_in_air, net_downward_shortwave_flux_in_air, surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m),sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m, 1.5m), sea_water_temperature (1m, 1.5m)",,NANOOS.xlsx,,,,,
NANOOS,Fanny Bay Oysters,,"Fanny Bay Oysters, Baynes Sound",,49.4716,-124.7927,fixed shore platform,03/2017,Y,,N,Fanny Bay Oysters,Industry,Hakai Institute/ Fanny Bay Oysters,Hakai Institute,"total_alkalinity (6m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (6m), dissolved_inorganic_carbon (6m), Omega_aragonite (6m),sea_water_ph_reported_on_total_scale (6m), sea_water_practical_salinity(6m), sea_water_temperature (6m)",,NANOOS.xlsx,,,,,
NANOOS,FHL-UW Friday Harbor,,UW Friday Harbor Laboratories Cantilever Pt,,48.5461,-123.0077,land station,2006,Y,,N,Friday Harbor Laboratory (FHL) - UW,Academic,FHL-UW,FHL-UW,"air_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, rainfall_rate, relative_humidity, net_downward_shortwave_flux_in_air, wind_from_direction, wind_speed",,NANOOS.xlsx,,,,,
NANOOS,FHLOO,,Friday Harbor Laboratories Ocean Observatory,,48.5453,-123.0121,fixed shore platform,2010,Y,,N,FHL-UW,Academic,FHL-UW,FHL-UW,"mass_concentration_of_chlorophyll_in_sea_water (1.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1.5m), sea_water_electrical_conductivity (1.5m), mass_concentration_of_oxygen_in_sea_water (1.5m),fractional_saturation_of_oxygen_in_sea_water (1.5m), sea_water_ph_reported_on_total_scale (1.5m), sea_water_practical_salinity (1.5m), sea_water_turbidity (1.5m),sea_water_temperature (1.5m)",,NANOOS.xlsx,,,,,
NANOOS,Hakai KC Buoy,,"Seaology CO2 Buoy in Kwakshua Channel, BC",,51.6501,-127.9664,moored buoy,10/2018,Y,,N,Hakai Institute,Acadmic,Hakai Institute,Hakai Institute,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, wind_from_direction, wind_speed, surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.5m), sea_water_practical_salinity (0.5m), sea_water_temperature (0.5m)",,NANOOS.xlsx,,,,,
NANOOS,Hakai Quadra Island,,Quadra Island Field Station at Hyacinthe Bay,,50.116,-125.222,fixed shore platform,04/2016,Y,,N,Hakai Institute,Acadmic,Hakai Institute,Hakai Institute,"total_alkalinity (1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), dissolved_inorganic_carbon (1m), Omega_aragonite (1m),sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity(1m), sea_water_temperature (1m)",,NANOOS.xlsx,,,,,
NANOOS,KC Dockton Park Pier,,"Dockton Park Pier Mooring - Inner Quartermaster Harbor, Vashon Island",,47.3728,-122.4534,fixed shore platform,10/2014,Y,,N,King County,County,King County,King County,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air,precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable),fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), sea_water_turbidity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,,,,,
NANOOS,KC Point Williams,,"Point Williams Buoy, South Seattle",,47.5372,-122.4061,moored buoy,09/2013,Y,,N,King County,County,King County,King County,"mass_concentration_of_chlorophyll_in_sea_water (1m), mole_concentration_of_nitrate_in_sea_water (1m), mass_concentration_of_oxygen_in_sea_water (1m), fractional_saturation_of_oxygen_in_sea_water (1m),sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m), sea_water_turbidity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,,,,,
NANOOS,KC Yacht Club Mooring,,"Yacht Club Mooring - Inner Quartermaster Harbor, Vashon Island",,47.3942,-122.4635,fixed shore platform,03/2011,Y,,N,King County,County,King County,King County,"mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable), fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,,,,,
NANOOS,Quileute 40m,,Quileute 40m,,47.7818,-124.6538,mooring,2021,Y,,N,Quileute Natural Resources,Tribal,Quileute Natural Resources,Quileute Natural Resources,"mass_concentration_of_oxygen_in_sea_water (40m), sea_water_pressure (40m), sea_water_practical_salinity (40m), sea_water_temperature (40m)",,NANOOS.xlsx,,,,,
NANOOS,Quileute 65m,,Quileute 65m,,47.715,-124.7328,mooring,2021,Y,,N,Quileute Natural Resources,Tribal,Quileute Natural Resources,Quileute Natural Resources,"mass_concentration_of_oxygen_in_sea_water (65m), sea_water_pressure (65m), sea_water_practical_salinity (65m), sea_water_temperature (65m)",,NANOOS.xlsx,,,,,
NANOOS,Seattle Aquarium,,Seattle Aquarium Mooring - Elliott Bay,,47.608,-122.3438,fixed shore platform,10/2012,Y,,N,King County,County,King County,King County,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air,precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (1m,10m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (10m), mass_concentration_of_oxygen_in_sea_water (1m, 10m),fractional_saturation_of_oxygen_in_sea_water (1m, 10m), sea_water_ph_reported_on_total_scale (1m, 10m), sea_water_practical_salinity (1m, 10m), sea_water_turbidity (1m, 10m), sea_water_temperature (1m, 10m)",,NANOOS.xlsx,,,,,
NERACOOS,UCONN,44022,Execution Rocks,Moored buoy.,40.88,-73.73,moored_buoy,2004-09-01 00:00:00,Y,NERACOOS,Yp,University of Connecticut,academic,University of Connecticut,"University of Connecticut, Gulf of Maine Research Institute","wind_speed, wind_to_direction, barometric_altitude, air_temperature, relative_humidity, sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_speed, seawater_turbidity, photosynthetically_available_radiation, water_pressure, nitrate",,NERACOOS.xlsx,,,,,
NERACOOS,UCONN,44040,Western Long Island Sound,Moored buoy.,40.95,-73.58,moored_buoy,2001-08-01 00:00:00,Y,NERACOOS,Yp,University of Connecticut,academic,University of Connecticut,"University of Connecticut, Gulf of Maine Research Institute","wind_speed, wind_to_direction, barometric_altitude, air_temperature, relative_humidity, sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_speed, downwelling_photosynthetic_radiance_in_sea_water, sea_surface_wave_significant_height, sea_surface_swell_wave_mean_period,seawater_turbidity, photosynthetically_available_radiation, water_pressure, nitrate, pCO2, phosphate",,NERACOOS.xlsx,,,,,
NERACOOS,UCONN,44039,Central Long Island Sound,Moored buoy.,41.13,-72.65,moored_buoy,2002-02-01 00:00:00,Y,NERACOOS,Yp,University of Connecticut,academic,University of Connecticut,"University of Connecticut, Gulf of Maine Research Institute","wind_speed, wind_to_direction, barometric_altitude, air_temperature, relative_humidity, sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_speed, downwelling_photosynthetic_radiance_in_sea_water,  sea_surface_wave_significant_height, sea_surface_swell_wave_mean_period, sea_water_to_direction,seawater_turbidity, photosynthetically_available_radiation, water_pressure, nitrate, pCO2",,NERACOOS.xlsx,,,,,
NERACOOS,UNH,"COOA GREAT_BAY - Great Bay, NH",Great Bay Buoy,Moored buoy.,43.07,-70.86,moored_buoy,2005-04-01 00:00:00,Y,NERACOOS,Yf,University of New Hampshire,academic,University of New Hampshire,"University of New Hampshire, Gulf of Maine Research Institute","sea_water_temperature, sea_water_salinity,  mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, mole_concentration_of_nitrate_in_sea_water,fractional_saturation_of_oxygen_in_sea_water,mole_concentration_of_phosphate_in_sea_water,   wind_speed, wind_to_direction, wind_speed_of_gust, air_temperature,  air_pressure, solar_irradiance, sea_water_turbidity, concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate, partial_pressure_of_carbon_dioxide_in_sea_water",,NERACOOS.xlsx,,,,,
NERACOOS,UNH,CMLN3,Coastal Marine Lab,Coastal monitoring station.,43.07,-70.7,fixed,2010-03-01 00:00:00,Y,"NERACOOS, NOAA OAP",Yp,University of New Hampshire,academic,University of New Hampshire,"University of New Hampshire, Gulf of Maine Research Institute","sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, partial_pressure_of_carbon_dioxide_in_seawater,downwelling_photosynthetic_radiance_in_sea_water, wind_speed, wind_to_direction, wind_speed_of_gust, air_temperature, air_pressure",,NERACOOS.xlsx,,,,,
NERACOOS,Umaine A01,44029,Massachusetts Bay,SE of Gloucester,42.52,-70.56,moored_buoy,2001-08-01 00:00:00,Y,"NERACOOS, MWRA",Yp,University of Maine,academic,University of Maine,"University of Maine, Gulf of Maine Research Institute","air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m), sea_water_turbidity (3 m), mass_concentration_of_chlorophyll_in_sea_water (3 m), mole_concentration_of_dissolved_molecular_oxygen_in_sea_water (51 m), mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_at_saturation (51 m)",,NERACOOS.xlsx,,,,,
NERACOOS,UNH,44073,Appledore Island - C02 Buoy,Moored buoy.,43.02,-70.54,moored_buoy,2006-04-01 00:00:00,Y,"NERACOOS, NOAA OAP",Yp,University of New Hampshire,academic,University of New Hampshire,"University of New Hampshire, Gulf of Maine Research Institute","wind_speed, wind_to_direction, wind_speed_of_gust, air_temperature, air_pressure, sea_water_temperature, sea_water_salinity, dissolved oxygen, sea_water_turbidity, mass_concentration_of_chlorophyll_in_sea_water, surface_partial_pressure_of_carbon_dioxide_in_air, partial_pressure_of_carbon_dioxide_in_sea_water",,NERACOOS.xlsx,,,,,
NERACOOS,Umaine B01,44030,Western Maine Shelf,East of Cape Neddick (York),43.18,-70.42,moored_buoy,2001-08-01 00:00:00,Y,NERACOOS,Yf,University of Maine,academic,University of Maine,"University of Maine, Gulf of Maine Research Institute","air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",,NERACOOS.xlsx,,,,,
NERACOOS,WHG,44090,Cape Cod Bay Wave Buoy,CDIP wave buoy,41.84,-70.329,wave_buoy,2016-05-23 00:00:00,Y,"NERACOOS, MassDEP, USGS",Yp,Woods Hole Group,industry,Woods Hole Group,"Woods Hole Group, Gulf of Maine Research Institute","sea_water_temperature, sea_surface_wave_significant_height, sea_surface_swell_wave_mean_period, sea_water_to_direction",,NERACOOS.xlsx,,,,,
NERACOOS,UNH,44098,Jeffrey's Ledge,CDIP wave buoy,42.8,-70.16,wave_buoy,2008-09-01 00:00:00,Y,NERACOOS,Yp,University of New Hampshire,academic,University of New Hampshire,"University of New Hampshire, Gulf of Maine Research Institute","sea_surface_wave_significant_height, sea_water_to_direction, sea_water_temperature",,NERACOOS.xlsx,,,,,
NERACOOS,Umaine E01,44032,Central Maine Shelf,SSE of Port Clyde,43.71,-69.35,moored_buoy,2002-02-01 00:00:00,Y,NERACOOS,Yf,University of Maine,academic,University of Maine,"University of Maine, Gulf of Maine Research Institute","air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",,NERACOOS.xlsx,,,,,
NERACOOS,Umaine F01,44033,Penobscot Bay,Between Owls Head and Vinalhaven,44.05,-68.99,moored_buoy,2001-08-01 00:00:00,Y,NERACOOS,Yf,University of Maine,academic,University of Maine,"University of Maine, Gulf of Maine Research Institute","air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m, 94 m, 98 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m, 94 m, 98 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",,NERACOOS.xlsx,,,,,
NERACOOS,Umaine I01,44034,Eastern Maine Shelf,Acadia,44.1,-68.1,moored_buoy,2001-08-01 00:00:00,Y,NERACOOS,Yf,University of Maine,academic,University of Maine,"University of Maine, Gulf of Maine Research Institute","air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",,NERACOOS.xlsx,,,,,
NERACOOS,Umaine M01,44037,Jordan Basin,Jordan Basin,43.49,-67.88,moored_buoy,2003-08-01 00:00:00,Y,NERACOOS,Yf,University of Maine,academic,University of Maine,"University of Maine, Gulf of Maine Research Institute","air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m, 100 m, 150 m, 200 m, 250 m), sea_water_to_direction (2 m, 18 m, 26 m, 43 m, 42 m, 50 m, 58 m, 66 m, 74 m, 82 m, 90 m, 98 m, 106 m, 114 m, 122 m, 130 m, 138 m, 146 m, 154 m, 162 m, 170 m, 178 m, 186 m, 194 m, 202 m, 210 m, 218 m, 226 m, 234 m, 242 m, 250 m, 258 m), sea_water_speed (2 m, 18 m, 26 m, 43 m, 42 m, 50 m, 58 m, 66 m, 74 m, 82 m, 90 m, 98 m, 106 m, 114 m, 122 m, 130 m, 138 m, 146 m, 154 m, 162 m, 170 m, 178 m, 186 m, 194 m, 202 m, 210 m, 218 m, 226 m, 234 m, 242 m, 250 m, 258 m), sea_water_salinity (1 m, 20 m, 50 m, 100 m, 150 m, 200 m, 250 m),  sea_water_density (1 m, 20 m, 50 m, 100 m, 150 m, 200 m, 250 m)",,NERACOOS.xlsx,,,,,
