RA,Station ID,WMO ID or NWS/CMAN ID,Station Long Name,Station Description,Latitude (dec deg),Longitude (dec deg),Platform Type,"Station Deployment (mm/yyyy, yyyy, < 5 yr, > 5 yr)","Currently Operational? (Y, N, O, U)",Platform Funder/Sponsor,"RA Funding Involvement (Yf, Yp, N)",Platform Operator/Owner,Operator Sector,Platform Maintainer,Data Manager,"Variable Names + water column depth of measurement in meters [CF_name (# m, # m) or CF_name (mult) or CF_name (# depths)].",Additional notes,file,Unnamed: 18
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1073,,"Mt Eyak, SNOTEL STATION",SNOTEL station ,60.555,-145.745,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness, snow_water_equivalent",Cross-checked and corrected to what we are reporting,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1074,,"Nuchek, SNOTEL STATION (on McNeil River)",SNOTEL station ,60.335,-146.665,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1075,,"Port San Juan, SNOTEL STATION",SNOTEL station ,60.055,-148.065,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1076,,"Tatitlek, SNOTEL STATION",SNOTEL station ,60.875,-146.675,Fixed,2004-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1087,,"Seal Island, SNOTEL STATION",SNOTEL station ,60.435,-147.395,Fixed,2005-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature,  air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, relative_humidity",Cross-checked and corrected to what we are reporting,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1088,,"Strawberry Reef, SNOTEL STATION",SNOTEL station ,60.235,-144.865,Fixed,2005-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",Cross-checked and corrected to what we are reporting,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:gov.usda.nrcs.wcc.snotel:1095,,"Sugarloaf Mtn, SNOTEL STATION",SNOTEL station ,61.085,-146.295,Fixed,2006-10-01 00:00:00,Y,"AOOS, Oil Spill Recovery Institute (OSRI)",Yp,PWSSC,nonprofit,PWSSC-Prince William Sound Science Center,National Water and Climate Center (NRCS),"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness",Cross-checked and corrected to what we are reporting,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.gulfwatchalaska:GAK1,,Oceanographic Station GAK1,"Longterm non-realtime physcial parameters mooring since 1998; Resurrection Bay, Seward",59.845,-149.466667,moored_buoy,1905-06-20 00:00:00,Y,"UAF, Exxon Valdez Oil Spill Trustees Council, and multiple entities over the years (NSF NE Pacific GLOBEC, NPRB)",N,UAF_COFS,Academic,UAF COFS,"UAF, AOOS ","NOT REAL TIME: sea_water_temperature (30 m, 60 m, 100 m, 150 m, 200 m, 250 m), sea_water_electrical_conductivity (30 m, 60 m, 100 m, 150 m, 200 m, 250 m), sea_water_salinity (30 m, 60 m, 100 m, 150 m, 200 m, 250 m)",Subsurface mooring collecting CTD paramaters; http://www.ims.uaf.edu/gak1/; http://www.gulfwatchalaska.org/monitoring/environmental-drivers/gulf-of-alaska-mooring-gak1-monitoring/,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.inletkeeper:anchor-river,,"Cook Inletkeeper, Anchor River","Anchor River at the Old Sterling Highway Bridge in Anchor Point, Cook Inlet",59.7724134,-151.83665552,Fixed,2013-09-07 00:00:00,Y,"Cook Inletkeeper, Kenai Peninsula Fish Habitat Partnership, Western Native Trout Initiative;  Installation support: Kenai Chapter of Trout Unlimited, BeadedStream LLC",N,Cook Inletkeeper,nonprofit,Cook Inletkeeper,Cook Inletkeeper,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage","Since 2002, Cook Inletkeeper has been collecting continuous water temperature data below the confluence of the North and South Forks. ",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.inletkeeper:deshka-river,,"Cook Inletkeeper, Deshka River (Kroto Creek)","Deshka River (alias: Kroto Creek), Cook Inlet",61.76751,-150.33992,Fixed,2013-09-09 00:00:00,Y,"Cook Inletkeeper: Installation support from BeadedStream LLC, AK Fish and Game",N,Cook Inletkeeper,nonprofit,Cook Inletkeeper,Cook Inletkeeper,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage","Since 2008, Cook Inletkeeper has been collecting water temperature data on the lower Deshka River below the ADF&G weir. ",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.inletkeeper:russian-river,,"Cook Inletkeeper, Russian River","Russian River, 3 miles upstream on the Russian River Falls Trail below the lower lake.",60.45304,-149.98679,Fixed,2016-10-14 00:00:00,Y,"Cook Inletkeeper, Kenai Peninsula Fish Habitat Partnership",N,Cook Inletkeeper,nonprofit,Cook Inletkeeper,Cook Inletkeeper,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage","Since 2002, Cook Inletkeeper has been collecting continuous water temperature data in non-glacial streams across the Cook Inlet watershed, but not on Russian River. ",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:ADAK_PORT,,Adak Port,WEATHER (no AIS),51.869417,-176.6407,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","NOTE: KB, I was in a rush due to gov shutdown, so I still will be cross-checking that ALL MXAK stations report ou same variables. Our SNOTELS vary, so I feel the need to check this against each station. Also note, not all MXAK stations are bein used by NDBC. I list the ones they use here.",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:ANCHORAGE_PORT,,Anchorage Port,AIS TRANSCEIVER WITH WEATHER,61.238746,-149.888778,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:BARROW,,Utqiagvik (Barrow),AIS TRANSCEIVER WITH WEATHER,71.314869,-156.72177,Fixed,1978-12-31 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:CAPE_DECISION, CDXA2,Cape Decision,AIS STATION WITH WEATHER,56.001483,-134.136,Fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:DEAD_HORSE,,"Deadhorse, Prudhoe Bay",AIS TRANSCEIVER WITH WEATHER,70.22235,-148.419267,Fixed,2015-10-01 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:DUTCH_HARBOR_APL,,Dutch Harbor APL,WEATHER (NO AIS),53.883648,-166.531315,Fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:DUTCH_HARBOR_PORT_OFFICE,,Dutch Harbor - Port Office,WEATHER (NO AIS),53.902729,-166.5284,Fixed,1905-07-07 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:ELDRED_ROCK, ERXA2,Eldred Rock,AIS STATION WITH WEATHER,58.971348,-135.220808,Fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:FIVE_FINGER_LIGHT,,Five Finger Light,AIS TRANSCEIVER WITH WEATHER,57.27025,-133.6316,Fixed,2015-07-02 00:00:00,N,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",Stops in Oct 2017,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:GUARD_ISLAND, GIXA2 ,Guard Island,WEATHER (NO AIS),55.446433,-131.8810333,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:HOMER_SPIT, HMSA2 ,Homer Spit (Homer Port),AIS TRANSCEIVER WITH WEATHER,59.60206,-151.417436,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:ICY_BAY,ICYA2,Icy Bay,AIS STATION WITH WEATHER,59.92345,-141.358617,Fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),"NDBC, AOOS","dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:JUNEAU_AML,JMLA2,Juneau AML,AIS TRANSCEIVER WITH WEATHER,58.285547,-134.389863,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:KENAI,,Kenai,AIS TRANSCEIVER WITH WEATHER,60.531856,-151.253022,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:LITTLE_ISLAND, LIXA2,Little Island,WEATHER (NO AIS),58.54002,-135.047064,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:MARMION_ISLAND,MRNA2,Marmion Island,WEATHER (NO AIS),58.1983999,-134.256767,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:MARY_ISLAND,MRYA2 ,Mary Island,AIS STATION WITH WEATHER,55.099116,-131.182097,fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),"NDBC, AOOS","dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:MENDENHALL_VALLEY, MVXA2,Mendenhall Valley,AIS STATION WITH WEATHER,58.3641,-134.605917,Fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:MXAK_OFFICE, MXXA2,MXAK Office,WEATHER (NO AIS),58.301433,-134.42585,Fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:NAKED_ISLAND, NKXA2,Naked Island,AIS ATon with WEATHER,58.255308,-134.945049,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:NIKISKI,,Nikiski,AIS STATION WITH WEATHER,60.739666,-151.31045,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:NIKOLSKI,NKLA2 ,Nikolski White Alice,AIS STATION WITH WEATHER,52.97215,-168.855417,Fixed,2015-05-05 00:00:00,Y,MXAK,N,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:PORTLAND_ISLAND,PTLA2,Portland Island,WEATHER (NO AIS),58.3464,-134.752283,Fixed,2015-05-14 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),"NDBC, AOOS","dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:ROCKY_ISLAND, RIXA2,Rocky Island,WEATHER (NO AIS),58.177057,-135.051541,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:SCULL_ISLAND, SCXA2,Scull Island,WEATHER (NO AIS),58.204728,-134.645772,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:Tenakee_Springs,TKEA2 ,Tenakee Springs,AIS STATION WITH WEATHER,57.779208,-135.219228,Fixed,2015-05-05 00:00:00,Y,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),"NDBC, AOOS","dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction","Note: On NDBC Site, this is not referred to as a CMAN. Go to: https://www.ndbc.noaa.gov/to_station.shtml",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:WALES,,Wales,AIS TRANSCEIVER WITH WEATHER,65.605,-168.0864,Fixed,2009-01-23 00:00:00,Y,MXAK,N,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:KAKTOVIK,,Kaktovik,AIS STATION WITH WEATHER,70.127565,-143.615929,Fixed,2018-08-01 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:WAINWRIGHT,,Wainwright,AIS STATION WITH WEATHER,70.636261,-160.033703,Fixed,2018-08-01 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:CAPTAINS_BAY,,Dutch Harbor - Captains Bay,WEATHER (No AIS),53.842909,-166.583242,Fixed,2018-12-12 00:00:00,Y,AOOS,Yf,Marine Exchange of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:scripps-institution-of-oceano:241,46265,Nome AK CDIP Wave and Current Buoy 241,"Year-round real-time water level offshoreport of Nome, AK; Datawell Directional wave and surface current buoy",64.4723,-165.4743,Wave and surface current Buoy,2018-07-16 00:00:00,Y,"AOOS, CDIP (USACE), Port of Nome",Yp,AOOS,nonprofit,AOOS and Port of Nome,CDIP,"sea_surface_wave_significant_height, sea_water_temperature, sea_surface_dominant_wave_period, sea_surface_wave_to_direction, sea_surface_wave_mean_period, direction_of_sea_water_velocity (0.75m), sea_water_speed (0.75m)","This buoy was not wholly paid for by AOOS…we cover shipping, OnM, and insurance….CDIP provided the buoy and manages the data. Buoy reports RT and is seasonal during iceout period. The data output on AOOS did NOT include current in 2018. That will be remedied next year when buoy redeployed. it DID display RT the waves data. We can ingest current data for historical record from CDIP. The  current  names here  come from CDIP, which I will have to address when we show data. I realize this is not correct, but we did not show these data in 2018 anyway.  KB: If data not shown at any point during the calendar year, then should not be included in the inventory.",revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.mxak:KODIAK_GULL_ISLAND,,"Kodiak, Gull Island",WEATHER (NO AIS),57.777316,-152.42522,Wave_buoy,2016-05-24 00:00:00,N,AOOS,Yf,Marine Exchnge of Alaska,nonprofit,MXAK (Marine Exchange of Alaska),AOOS,"dew_point_temperaure, air_temperature, air_pressure, relative_humidity, wind_speed_of_gust, wind_gust_from_direction, wind_speed, wind_from_direction",,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:ioos:station:org.hakai:Sitka,,Sitka Burkolator,Sitka Tribe of Alaska Burke-O-Lator,57.0526,-135.3456,Fixed,2017-06-27 00:00:00,Y,BIA Climate Change Grant,N,Sitka Tribe of Alaska,Tribal,"Sitka Tribe of Alaska, Hakai Institute",IPACOA,"dissolved_carbon_dioxide_co2, pco2, omega_aragonite, sea_water_temperature, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_alkalinity_expressed_as_mole_equivalent",Not sure why DO is not included in the suite for Burkolators. Need to look into this.,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,New
AOOS,urn:ioos:station:org.oceanalaska:ketchikan,,Ketchikan Harbor Oceans AK Burkolator,"Ketchikan Harbor, Oceans Alaska Facility Burkolator",55.3156,-131.5938,Fixed,2016-08-29 00:00:00,O,"IOOS OTT,  NOAA-OAP, UAF-OARC",YP,Hakai Institute,nonprofit,Hakai Institute,IPACOA,"dissolved_carbon_dioxide_co2, pco2, omega_aragonite, sea_water_temperature, sea_water_practical_salinity, sea_water_ph_reported_on_total_scale, sea_water_alkalinity_expressed_as_mole_equivalent",This station is currently offline…. It only reported data from April - May in 2019. Plans are for it to be run in 2020. Stand by,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
AOOS,urn:gulf-of-alaska-ecosystem-obse,New,Gulf of Alaska Ecosystem Observatory-GEO1,"Surface real time mooring: CDOM, 150kHz ADCP, SBE 37 TSP, ITP (Profiling CTD_ conductivity, temperature, pressure, salinity, depth, Chlorophyll, CDOM, OBS, DO, NO3), GPS, wind speed, wind direction, air temp, relative humidity, dew point, barometric pressure,  downwelling photosynthetic photon flux in sea water",59.0142,-148.6902,Fixed moored_buoy,2019-07-11 00:00:00,Y,"M.J. Murdock Charitable Trust, AOOS, NPRB, Gulf Watch (Exxom Valdez Oil Spill Trustees Council) , UAF, NSF-LTER, others",Yp,UAF_COFS,Academic,UAF,AOOS,"Real time mooring: 150kHz ADCP (205m), SBE 37 TSP (205m), ITP (Profiling CTD:  sea_water_electrical_conductivity, sea_water_temperature, sea_water_pressure, sea_water_practical_salinity, depth, mass_concentration_of_chlorophyll_in_sea_water, CDOM, OBS, DO, NO3); GPS, wind_speed, wind_from_direction, air_temperature, relative_humidity, dew_point_temperature, air_pressure,  downwelling_photosynthetic_photon_flux_in_sea_water (1m),  mass_concentration_of_chlorophyll_in_sea_water (1m)",The buoy is not serving real time data feeds from the profiling CTD the ADCP current meter. The Surface MET sensors and the 1 m fluorometer and PAR are reporting data realtime. Woill work on WMO assignments in 2020.,revised_Final_AOOS Asset Inventory_2019-2nd submission.xlsx,
