RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Dataset (ERDDAP) ID
NANOOS,APL-UW Chaba,46119,Chaba UW/NANOOS Moored Buoy near La Push,,47.9676,-124.96,moored buoy,2010-07-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (1m, 1.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), mass_concentration_of_oxygen_in_sea_water (1m, 1.5m, 46m, 85m), sea_water_ph_reported_on_total_scale (1m, 1.5m, 45m, 85m), sea_water_pressure (46m, 60m, 85m), sea_water_practical_salinity (1m, 1.5m, 46m, 85m), sea_water_turbidity (1m, 1.5m), sea_water_temperature (1m, 1.5m, 46m, 60, 85m) ",,NANOOS.xlsx,
NANOOS,CMOP Cbnc3,,Cathlamet Bay North Channel (USCG day mark green 3),,46.21,-123.714,fixed shore platform,2001-10-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"sea_water_practical_salinity (6.5m), sea_water_temperature (6.5m)",No WMO ID because asset not real-time.,NANOOS.xlsx,
NANOOS,CMOP Elliott,,Elliott Point,,46.2591,-123.6149,moored buoy,2001-07-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"sea_water_practical_salinity (13m), sea_water_temperature (0.5m, 13m)","No WMO ID yet. Currently down, will pursue WMO ID when back in the water in 2022.",NANOOS.xlsx,
NANOOS,CMOP Saturn 02,46096,SATURN-02,,46.1735,-124.1272,moored buoy,2006-05-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (1m, 6m, 11m, 16m, 21m, 35m), mass_concentration_of_oxygen_in_sea_water (1m, 6m, 11m, 16m, 21m, 35m), fractional_saturation_of_oxygen_in_sea_water (1m, 6m, 11m, 16m, 21m, 35m), sea_water_practical_salinity (1m, 6m, 11m, 16m, 21m, 35m), sea_water_turbidity (1m, 6m, 11m, 16m, 21m, 35m), sea_water_temperature (1m)",,NANOOS.xlsx,
NANOOS,CMOP Saturn 03,SETO3,SATURN-03,,46.1997,-123.94,fixed shore platform,2008-04-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (2.4m, 8.2m, 13.0m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (2.4m, 8.2m, 13.0m), H1_FluorescMin (2.4m, 8.2m, 13.0m), H1_Nitrate (2.4m, 8.2m, 13.0m), mass_concentration_of_oxygen_in_sea_water (2.4m, 8.2m, 13.0m), fractional_saturation_of_oxygen_in_sea_water (2.4m, 8.2m, 13.0m), sea_water_ph_reported_on_total_scale (2.4m, 8.2m, 13.0m), H1_PhrthrnFluoresc (2.4m, 8.2m, 13.0m), quantum_yield_of_fluourescence (2.4m, 8.2m, 13.0m), sea_water_practical_salinity (2.4m, 8.2m, 13.0m), sea_water_turbidity (2.4m, 8.2m, 13.0m), sea_water_temperature (2.4m, 8.2m, 13.0m)",,NANOOS.xlsx,
NANOOS,CMOP Saturn 04,SEFO3,SATURN-04,,46.2036,-123.7586,fixed shore platform,2001-11-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.3m, 8.6m), mass_concentration_of_oxygen_in_sea_water (0.3m, 8.6m), fractional_saturation_of_oxygen_in_sea_water (0.3m, 8.6m), sea_water_practical_salinity (0.3m, 8.6m), sea_water_turbidity (0.3m, 8.6m), sea_water_temperature (0.3m, 8.6m)",,NANOOS.xlsx,
NANOOS,CMOP Saturn 05,SRFW1,SATURN River Station 05 (LOBO Station),,46.1845,-123.1874,fixed shore platform,2009-06-01 00:00:00,O,,N,CRITFC,tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (2.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (2.5m), sea_water_electrical_conductivity (2.5m), mass_concentration_of_oxygen_in_sea_water (2.5m), fractional_saturation_of_oxygen_in_sea_water (2.5m), sea_water_pressure (2.5m), sea_water_turbidity (2.5m), sea_water_temperature (2.5m)",,NANOOS.xlsx,
NANOOS,CMOP Saturn 07,46116,SATURN-07,,46.286,-124.0151,moored buoy,2012-12-01 00:00:00,Y,,Yp,"Oregon Health Sciences University (OHSU), Portland State University (PSU), USGS","academic, gov_federal","OHSU, PSU, USGS",CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (1m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (1m), mass_concentration_of_oxygen_in_sea_water (1m), fractional_saturation_of_oxygen_in_sea_water (1m), sea_water_practical_salinity (1m), sea_water_turbidity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,
NANOOS,CMOP Saturn 09,46117,SATURN-09,,46.1765,-123.8693,fixed shore platform,2014-09-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (0.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.5m), mass_concentration_of_oxygen_in_sea_water (0.5m), fractional_saturation_of_oxygen_in_sea_water (0.5m), sea_water_practical_salinity (0.5m), sea_water_turbidity (0.5m), sea_water_temperature (0.5m)",,NANOOS.xlsx,
NANOOS,CMOP Woody,WDYO3,Woody Island (USCG Pillar Rock back range board),,46.252,-123.534,fixed shore platform,1997-02-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,sea_water_temperature (2.4m),,NANOOS.xlsx,
NANOOS,NERRS SOSCHWQ,CWQO3,"Station SOSCHWQ - Charleston Bridge, South Slough Reserve",,43.338,-124.321,fixed shore platform,2011-01-01 00:00:00,O,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,
NANOOS,NERRS SOSECWQ,SLOO3,"Station SOSECWQ - Elliot Creek, South Slough Reserve",,43.2965,-124.3107,fixed shore platform,2012-09-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,
NANOOS,NERRS SOSTCMET,SNTO3,"Station SOSTCMET - Tom's Creek, South Slough Reserve",,43.2791,-124.3184,land station,2016-11-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed",,NANOOS.xlsx,
NANOOS,NERRS SOSVAWQ,SOQO3,"Station SOSVAWQ - Valino Island, South Slough Reserve",,43.3172,-124.3216,fixed shore platform,2011-01-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,
NANOOS,NERRS SOSWIWQ,CHQO3,"Station SOSWIWQ - Winchester Arm, South Slough Reserve",,43.282,-124.32,fixed shore platform,2011-01-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,
NANOOS,SSNERR-CTCLUSI SOSNSWQ,,SOSNSWQ Station - North Spit-BLM Boat Ramp near North Bend,,43.4139,-124.2789,fixed shore platform,2014-08-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,NWSHADS,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,
NANOOS,NWIC Bellingham Bay,46118,Se`lhaem Bellingham Bay buoy,,48.7237,-122.5765,moored buoy,2016-02-01 00:00:00,O,,Yp,Northwest Indian College (NWIC),academic,NWIC,Soundnine,"air_temperature, surface_air_pressure, dew_point_temperature, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (0.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.5m), mass_concentration_of_oxygen_in_sea_water (0.5m, 18m), sea_water_ph_reported_on_total_scale (0.5m, 18m), sea_water_pressure (0.5m, 18m), sea_water_practical_salinity (0.5m, 18m), sea_water_turbidity (0.5m), depth (0.5m, 18m), sea_water_temperature (0.5m, 18m)",,NANOOS.xlsx,
NANOOS,ORCA Carr Inlet,46121,Profiling Buoy at Carr Inlet - South Sound,,47.28,-122.73,profiling buoy,2010-10-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / Northwest Environmental Moorings (NWEM),"air_temperature, surface_air_pressure, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~40m,NANOOS.xlsx,
NANOOS,ORCA Dabob Bay,46122,Profiling Buoy at Dabob Bay - Hood Canal,,47.8034,-122.8029,profiling buoy,2010-07-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"surface_partial_pressure_of_carbon_dioxide_in_air, surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.1m),  mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~95m,NANOOS.xlsx,
NANOOS,ORCA Hansville,46125,Profiling Buoy at Hansville - Hood Canal,,47.9073,-122.627,profiling buoy,2010-11-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, dew_point_temperature, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~85m,NANOOS.xlsx,
NANOOS,ORCA Hoodsport,46124,Profiling Buoy at Hoodsport - Hood Canal,,47.4218,-123.1126,profiling buoy,2010-08-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~120m,NANOOS.xlsx,
NANOOS,ORCA Point Wells,46120,Profiling Buoy at Point Wells - Central Sound,,47.7612,-122.3972,profiling buoy,2010-04-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~90m,NANOOS.xlsx,
NANOOS,ORCA Twanoh,46123,Profiling Buoy at Twanoh - Hood Canal,,47.375,-123.0083,profiling buoy,2010-08-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.1m), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~30m,NANOOS.xlsx,
NANOOS,OSU CB-06,46128,"CB-06, 6NM W of Coos Bay",,43.2916,-124.5383,moored buoy,2017-07-01 00:00:00,Y,,Yp,Oregon State University (OSU),academic,OSU,OSU,"surface_partial_pressure_of_carbon_dioxide_in_air, net_downward_shortwave_flux_in_air, surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m, 1.5m), sea_water_temperature (1m, 1.5m)",,NANOOS.xlsx,
NANOOS,OSU Yaquina,,"OSU Yaquina Bay site, Newport",,44.6311,-124.0491,fixed shore platform,2019-01-01 00:00:00,Y,,Yp,Oregon Sea Grant,academic,OSU,OSU,"sea_water_practical_salinity (0.9m, 2.1m, 3.4m), sea_water_temperature (0.9m, 2.1m, 3.4m)","No WMO ID, small local deployment",NANOOS.xlsx,
NANOOS,Fanny Bay Oysters,,"Fanny Bay Oysters, Baynes Sound",,49.4716,-124.7927,fixed shore platform,2017-03-01 00:00:00,Y,,N,Fanny Bay Oysters,industry,Hakai Institute/ Fanny Bay Oysters,Hakai Institute,"total_alkalinity (6m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (6m), dissolved_inorganic_carbon (6m), Omega_aragonite (6m),  sea_water_ph_reported_on_total_scale (6m), sea_water_practical_salinity (6m), sea_water_temperature (6m)",,NANOOS.xlsx,
NANOOS,FHL-UW Friday Harbor,,UW Friday Harbor Laboratories Cantilever Pt,,48.5461,-123.0077,land station,2006,Y,,N,Friday Harbor Laboratory (FHL) - UW,academic,FHL-UW,FHL-UW,"air_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, rainfall_rate, relative_humidity, net_downward_shortwave_flux_in_air, wind_from_direction, wind_speed",,NANOOS.xlsx,
NANOOS,FHLOO,,Friday Harbor Laboratories Ocean Observatory,,48.5453,-123.0121,fixed shore platform,2010,Y,,N,FHL-UW,academic,FHL-UW,FHL-UW,"mass_concentration_of_chlorophyll_in_sea_water (1.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1.5m), sea_water_electrical_conductivity (1.5m), mass_concentration_of_oxygen_in_sea_water (1.5m), fractional_saturation_of_oxygen_in_sea_water (1.5m),  sea_water_ph_reported_on_total_scale (1.5m), sea_water_practical_salinity (1.5m), sea_water_turbidity (1.5m), sea_water_temperature (1.5m)",,NANOOS.xlsx,
NANOOS,Hakai KC Buoy,,"Seaology CO2 Buoy in Kwakshua Channel, BC",,51.6501,-127.9664,moored buoy,2018-10-01 00:00:00,Y,,N,Hakai Institute,academic,Hakai Institute,Hakai Institute,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, wind_from_direction, wind_speed, surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.5m), sea_water_practical_salinity (0.5m), sea_water_temperature (0.5m)",,NANOOS.xlsx,
NANOOS,Hakai Quadra Island,,Quadra Island Field Station at Hyacinthe Bay,,50.116,-125.222,fixed shore platform,2016-04-01 00:00:00,Y,,N,Hakai Institute,academic,Hakai Institute,Hakai Institute,"total_alkalinity (1m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), dissolved_inorganic_carbon (1m), Omega_aragonite (1m), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,
NANOOS,HMSC Newport,,"Hatfield Marine Sci. Ctr. monitoring site, Newport",,44.6244,-124.0431,fixed shore platform,2012-08-01 00:00:00,O,,N,Hatfield Marine Science Center (HMSC)-OSU,"academic, nonprofit",HMSC-OSU,OSU,"mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable), fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), sea_water_turbidity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,
NANOOS,KC Dockton Park Pier,,"Dockton Park Pier Mooring - Inner Quartermaster Harbor, Vashon Island",,47.3728,-122.4534,fixed shore platform,2014-10-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable), fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), sea_water_turbidity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,
NANOOS,KC Point Williams,,"Point Williams Buoy, South Seattle",,47.5372,-122.4061,moored buoy,2013-09-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"mass_concentration_of_chlorophyll_in_sea_water (1m), mole_concentration_of_nitrate_in_sea_water (1m), mass_concentration_of_oxygen_in_sea_water (1m), fractional_saturation_of_oxygen_in_sea_water (1m),  sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m), sea_water_turbidity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,
NANOOS,KC Yacht Club Mooring,,"Yacht Club Mooring - Inner Quartermaster Harbor, Vashon Island",,47.3942,-122.4635,fixed shore platform,2011-03-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"mass_concentration_of_chlorophyll_in_sea_water (variable), mass_concentration_of_oxygen_in_sea_water (variable), fractional_saturation_of_oxygen_in_sea_water (variable), sea_water_ph_reported_on_total_scale (variable), sea_water_practical_salinity (variable), depth (variable), sea_water_temperature (variable)",,NANOOS.xlsx,
NANOOS,Penn Cove Shellfish,,"Penn Cove Shellfish, Coupeville - Whidbey Island",,48.2191,-122.7048,moored shellfish raft,2014-05-01 00:00:00,O,,N,Penn Cove Shellfish,industry,Penn Cove Shellfish,Penn Cove Shellfish,"mass_concentration_of_chlorophyll_in_sea_water (1m, 7m), mass_concentration_of_oxygen_in_sea_water (1m, 5m, 7m), fractional_saturation_of_oxygen_in_sea_water (1m, 5m, 7m), sea_water_ph_reported_on_total_scale (1m, 5m, 7m), sea_water_practical_salinity (1m, 5m, 7m), sea_water_temperature (1m, 5m, 7m)",,NANOOS.xlsx,
NANOOS,PSI-PCSGA Bay Center,,"PCSGA - Bay Center Port mooring, Willapa Bay",,46.629,-123.9516,fixed shore platform,2011-03-01 00:00:00,Y,,N,Pacific Shellfish Institute (PSI),nonprofit,PSI,PSI,"total_alkalinity (0.3m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.3m), dissolved_inorganic_carbon (0.3m), Omega_aragonite (0.3m), mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,
NANOOS,PSI-PCSGA Lummi,,"PCSGA - Lummi hatchery mooring, Lummi Bay",,48.7799,-122.6463,fixed shore platform,2012-03-01 00:00:00,O,,N,PSI,nonprofit,PSI,PSI,"mass_concentration_of_chlorophyll_in_sea_water (0.3m), mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), H1_RedoxPot (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,
NANOOS,PSI-PCSGA Nahcotta,,"PCSGA - Nahcotta Port hatchery mooring, Willapa Bay",,46.5007,-124.0304,fixed shore platform,2011-05-01 00:00:00,Y,,N,PSI,nonprofit,PSI,PSI,"mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,
NANOOS,PSI-PCSGA Tokeland,,"PCSGA - Tokeland mooring, Willapa Bay",,46.715,-123.975,fixed shore platform,2012-03-01 00:00:00,O,,N,PSI,nonprofit,PSI,PSI,"mass_concentration_of_chlorophyll_in_sea_water (0.3m), mass_concentration_of_oxygen_in_sea_water (0.3m), fractional_saturation_of_oxygen_in_sea_water (0.3m), sea_water_ph_reported_on_total_scale (0.3m), H1_RedoxPot (0.3m), sea_water_practical_salinity (0.3m), sea_water_temperature (0.3m)",,NANOOS.xlsx,
NANOOS,Quileute 40m,,Quileute 40m,,47.7818,-124.6538,mooring,2021,Y,,N,Quileute Natural Resources,tribal,Quileute Natural Resources,Quileute Natural Resources,"mass_concentration_of_oxygen_in_sea_water (40m), sea_water_pressure (40m), sea_water_practical_salinity (40m), sea_water_temperature (40m)",,NANOOS.xlsx,
NANOOS,Quileute 65m,,Quileute 65m,,47.715,-124.7328,mooring,2021,Y,,N,Quileute Natural Resources,tribal,Quileute Natural Resources,Quileute Natural Resources,"mass_concentration_of_oxygen_in_sea_water (65m), sea_water_pressure (65m), sea_water_practical_salinity (65m), sea_water_temperature (65m)",,NANOOS.xlsx,
NANOOS,Seattle Aquarium,,Seattle Aquarium Mooring - Elliott Bay,,47.608,-122.3438,fixed shore platform,2012-10-01 00:00:00,Y,,N,King County,gov_county,King County,King County,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (1m,10m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (10m), mass_concentration_of_oxygen_in_sea_water (1m, 10m), fractional_saturation_of_oxygen_in_sea_water (1m, 10m), sea_water_ph_reported_on_total_scale (1m, 10m), sea_water_practical_salinity (1m, 10m), sea_water_turbidity (1m, 10m), sea_water_temperature (1m, 10m)",,NANOOS.xlsx,
NANOOS,STTI Port Susan,,"Port Susan buoy, Stillaguamish Tribe",,48.175,-122.42,moored buoy,2013-07-01 00:00:00,O,,N,Stillaguamish Tribe,tribal,Stillaguamish Tribe,Stillaguamish Tribe,"mass_concentration_of_chlorophyll_in_sea_water (1.2m), mass_concentration_of_oxygen_in_sea_water (1.2m), fractional_saturation_of_oxygen_in_sea_water (1.2m), sea_water_ph_reported_on_total_scale (1.2m), H1_RedoxPot (1.2m), sea_water_practical_salinity (1.2m), sea_water_turbidity (1.2m), sea_water_temperature (1.2m)",,NANOOS.xlsx,
NANOOS,Taylor-PCSGA Dabob,,"PCSGA - Taylor Shellfish Hatchery intakes, Dabob Bay",,47.8199,-122.8215,fixed shore platform,2012-03-01 00:00:00,Y,,N,Taylor Shellfish,Industry,Taylor Shellfish,Taylor Shellfish,"total_alkalinity (4.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (4.5m), dissolved_inorganic_carbon (4.5m), Omega_aragonite (4.5m), fractional_saturation_of_oxygen_in_sea_water (4.5m), sea_water_ph_reported_on_total_scale (4.5m), sea_water_practical_salinity (4.5m), sea_water_temperature (4.5m)",,NANOOS.xlsx,
NANOOS,VIU Deep Bay MFS,,"VIU Deep Bay Marine Field Station, Baynes Sound",,49.46,-124.7368,fixed shore platform,2013-11-01 00:00:00,O,,N,Vancouver Island University (VIU)-CSR,academic,VIU-CSR,VIU-CSR,"mass_concentration_of_oxygen_in_sea_water (18m), fractional_saturation_of_oxygen_in_sea_water (18m), sea_water_ph_reported_on_total_scale (18m), sea_water_practical_salinity (18m), sea_water_temperature (18m)",,NANOOS.xlsx,
NANOOS,WCSH-PCSGA Whiskey Crk,,"PCSGA - Whiskey Creek Shellfish Hatchery, Netarts Bay",,45.4214,-123.9362,fixed shore platform,2012-03-01 00:00:00,Y,,N,Whiskey Creek Shellfish,industry,Whiskey Creek Shellfish,OSU,"total_alkalinity (4m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (4m), dissolved_inorganic_carbon (4m), Omega_aragonite (4m), sea_water_ph_reported_on_total_scale (4m), sea_water_practical_salinity (4m), sea_water_temperature (4m)",,NANOOS.xlsx,
PacIOOS,AWS-HIMB,,Coconut Island Weather Station,,21.433,-157.7863,fixed,2005-01-01 00:00:00,Y,,N,Hawaii Institute of Marine Biology,Academic,Hawaii Institute of Marine Biology,PacIOOS,"air_temperature, rainfall_amount, wind_speed, wind_from_direction, downwelling_shortwave_flux_in_air, sea_water_temperature, surface_downwelling_photosynthetic_photon_flux_in_air, altitude",No WMO ID because asset is land-based.,PACIOOS.xlsx,
PacIOOS,WS- Pier 1,,Pier 1 Honolulu Weather Station,Davis Weather Station,21.2962,-157.8687,fixed,2019-08-14 00:00:00,Y,Hawaii Pilot's Assoc.,N,PacIOOS,Private/Academic,PacIOOS,PacIOOS,"air_temperature, rainfall_amount, wind_speed, wind_from_direction, relative_humidity, air_pressure",No WMO ID because asset is land-based.,PACIOOS.xlsx,
PacIOOS,CDIP 098,51202,"Mokapu Point, Oahu, Hawaii",Datawell Waverider,21.415,-157.6783,wave_buoy,2000-08-09 00:00:00,Y,PacIOOS,Yf,PacIOOS,Academic,PacIOOS,CDIP,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period_from_variance_spectral_density_second_frequency_moment, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature ",,PACIOOS.xlsx,
