RA,Station_ID,WMO_CMAN_ID,Station_Long_Name,Station_Description,Latitude,Longitude,Platform_Type,Station_Deployment,Currently_Operational,Platform_Funder,RA_Funded,Platform_Operator,Operator_Sector,Platform_Maintainer,Data_Manager,Variable_Names,Additional_notes,file,Time Period,"CARICOOS Contact
(Name and Email)",Dataset (ERDDAP) ID
GLOS,SPOT-1816,,North Huron Spotter,,43.3515,-82.845,moored_buoy,2023-12-02 00:00:00,Y,,Yf,Michigan Technological University,academic,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_water_temperature(sfc), wind_from_direction, wind_speed, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, latitude, longitude, depth, time",Was deployed for over-winter deployed near an NDBC buoy location for continuous year-round observations.,GLOS.xlsx,,,
GLOS,SPOT-1981,,North Manitou Island,,45.0448,-86.0153,moored_buoy,2021-09-30 00:00:00,N,,N,Northwestern Michigan college,academic,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_water_temperature(1m, 38m), wind_from_direction, wind_speed, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, latitude, longitude",Awaiting repairs and may be deployed.,GLOS.xlsx,,,
GLOS,SPOT-30114R,,"Les Cheneaux, MI",,45.9213,-84.3368,moored_buoy,2023-05-01 00:00:00,Y,,Y,Michigan Technological University,academic,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, sea_surface_wave_from_direction_at_variance_spectral_density_maximum,  sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_directional_spread, sea_surface_wave_from_direction,  sea_water_temperature (1, 5, 8, 21 m), air_pressure, sea_water_pressure (21 m), latitude, longitude, time","Moved from Ontonogan, MI to Les Cheneaux at start of 2024 field season",GLOS.xlsx,,,
GLOS,SPOT-30363R,,"Whitefish Point, MI",,46.78158833333333,-85.070825,moored_buoy,2023-06-01 00:00:00,Y,,Y,Michigan Technological University,academic,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, sea_surface_wave_from_direction_at_variance_spectral_density_maximum,  sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_directional_spread, sea_surface_wave_from_direction,  sea_water_temperature (1, 3.7, 7.9, 12.2 m), air_pressure, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,SPOT-30364R,,Northern Green Bay Smart Mooring,,45.54984833333333,-86.89614444444445,moored_buoy,2024,Y,,Yp,Michigan Technological University,academic,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_from_direction,  sea_water_temperature (1, 5, 9, 13 m), air_pressure, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,SPOT-30949C,,"Neshotah Park, WI",-87.54885777777777,44.14891,-87.54886,moored_buoy,2024-06-01 00:00:00,Y,,Yp,NOAA Sanctuaries,gov_federal,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_from_direction,  sea_water_temperature (1, 5m), air_pressure, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,SPOT-30952C,,"Port Washington, WI, USA",,43.32349722,-87.8120583,moored_buoy,2023,Y,,Yp,NOAA Sanctuaries,gov_federal,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_from_direction,  sea_water_temperature (1, 6, 11, 21 5, 9, 17m), air_pressure, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,SPOT-30953C,,"Two Rivers, WI, USA",,44.3455667,-87.44574167,moored_buoy,2023-05-01 00:00:00,Y,,Yp,NOAA Sanctuaries,gov_federal,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_from_direction,  sea_water_temperature (1, 6, 11, 21 5, 9, 17 m), air_pressure, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,SPOT-30954C,,Park Point Beach - Beach House,,46.735746,-92.04268,moored_buoy,2023,Y,,N,University of Minnesota-Duluth,academic,,,"sea_water_temperature (0.6, 5.6m, 11m), Wind_from_direction;Wind_speed;sea_surface_wave_height_at_variance_spectral_density_maximum;sea_surface_wave_period_at_variance_spectral_density_maximum; sea_surface_wave_mean_period, sea_surface_wave_from_direction, sea_surface_wave_significant_height, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, latitude, longitude, air_pressure, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,SPOT-30976C,,Lorne Beach,,44.232767,-81.635917,moored_buoy,2024-06-01 00:00:00,Y,,N,Bruce Power,industry,,,"sea_water_temperature(1m, 20m), wind_from_direction, wind_speed, sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, latitude, longitude, air_pressure",,GLOS.xlsx,,,
GLOS,SPOT-31300C,45213,East Lake Superior Spotter,,47.588,-86.588,moored_buoy,2024-11-01 00:00:00,Y,,Yf,Michigan Technological University,Academic,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_from_direction, air_pressure, latitude, longitude, time",IRA TA1 Funded Observations. Buoys co-located with NDBC buoy summer locations.,GLOS.xlsx,,,
GLOS,SPOT-31302C,,South Michigan Spotter,,42.674,-87.0265,moored_buoy,2023-12-15 00:00:00,Y,,Yf,Michigan Technological University,academic,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_from_direction, air_pressure, latitude, longitude, time",,GLOS.xlsx,,,
GLOS,SPOT-31358C,,MacGregor Point,,44.440917,-81.50255,moored_buoy,2024-06-01 00:00:00,Y,,N,Bruce Power,industry,,,"sea_water_temperature(1m, 5m, 10m, 20m), wind_from_direction, wind_speed, sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, latitude, longitude, air_pressure",,GLOS.xlsx,,,
GLOS,SPOT-31359C,,Inverhuron,,44.296771,-81.61657,moored_buoy,2024-06-01 00:00:00,Y,,N,Bruce Power,industry,,,"sea_water_temperature(1m, 5m, 10m, 20m), wind_from_direction, wind_speed, sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period, latitude, longitude, air_pressure",,GLOS.xlsx,,,
GLOS,SPOT-31963C,45212,North Huron Spotter,,45.3515,-82.845,moored_buoy,2024-11-01 00:00:00,Y,,Yf,Michigan Technological University,Academic,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_from_direction, air_pressure, latitude, longitude, time",IRA TA1 Funded Observations. Buoys co-located with NDBC buoy summer locations.,GLOS.xlsx,,,
GLOS,SPOT-31964C,45214,Southern Lake Michigan Spotter,,42.674,-87.0265,moored_buoy,2024-11-01 00:00:00,Y,,Yf,Michigan Technological University,Academic,,,"Wind_from_direction; Wind_speed; sea_surface_wave_significant_height; sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_from_direction, air_pressure, latitude, longitude, time",IRA TA1 Funded Observations. Buoys co-located with NDBC buoy summer locations.,GLOS.xlsx,,,
NANOOS,APL-UW ESP,,APL-UW ESP Mooring,,47.9717,-124.9533,moored buoy,2011-08-01 00:00:00,Y,,Yp,Applied Physics Laboratory-University of Washington (APL-UW),academic,APL-UW,APL-UW,N/A (see notes),No WMO ID because this asset does not serve data that the national archive systems host. Measured variable does not have a CF name: domoic acid concentration (0m) (ng/L),NANOOS.xlsx,,,
NANOOS,APL-UW NEMO Profiler,,APL-UW NEMO-ESP Profiler,,47.9667,-124.9549,profiling buoy,2011-08-01 00:00:00,Y,,Yf,APL-UW,academic,APL-UW,APL-UW,"sea_water_electrical_conductivity (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), sea_water_pressure (profiling), sea_water_practical_salinity (profiling), sea_water_temperature (profiling)",No WMO ID established yet; profiling from ~20m to ~90m depth,NANOOS.xlsx,,,
NANOOS,APL-UW Chaba,46119,Chaba UW/NANOOS Moored Buoy near La Push,,47.9676,-124.96,moored buoy,2010-07-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, wind_from_direction, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (1m, 1.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), mass_concentration_of_oxygen_in_sea_water (1m, 1.5m, 46m, 85m), sea_water_ph_reported_on_total_scale (1m, 1.5m, 45m, 85m), sea_water_pressure (46m, 60m, 85m), sea_water_practical_salinity (1m, 1.5m, 46m, 85m), sea_water_turbidity (1m, 1.5m), sea_water_temperature (1m, 1.5m, 46m, 60, 85m) ",,NANOOS.xlsx,,,
NANOOS,BB Quileute North,,Backyard Buoys Quileute North,Pending,47.9425,-124.7645,wave buoy,2023-05-01 00:00:00,Y,,Yf,Quileute Tribe,tribal,Quileute Tribe,APL-UW,"surface_air_pressure, sea_surface_wave_from_direction, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_significant_period, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_directional_spread, sea_surface_temperature",WMO ID pending,NANOOS.xlsx,,,
NANOOS,BB Quileute South,,Backyard Buoys Quileute South,Pending,47.85,-124.7,wave buoy,2024-05-01 00:00:00,Y,,Yf,Quileute Tribe,tribal,Quileute Tribe,APL-UW,"surface_air_pressure, sea_surface_wave_from_direction, sea_surface_wave_mean_period, sea_surface_wave_significant_height, sea_surface_wave_significant_period, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_directional_spread, sea_surface_temperature",WMO ID pending,NANOOS.xlsx,,,
NANOOS,CMOP Cbnc3,,Cathlamet Bay North Channel (USCG day mark green 3),,46.21,-123.714,fixed shore platform,2001-10-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"sea_water_practical_salinity (6.5m), sea_water_temperature (6.5m)",No WMO ID because asset not real-time.,NANOOS.xlsx,,,
NANOOS,CMOP Elliott,,Elliott Point,,46.2591,-123.6149,moored buoy,2001-07-01 00:00:00,O,,Yp,CRITFC,tribal,CRITFC,CRITFC,"sea_water_practical_salinity (13m), sea_water_temperature (0.5m, 13m)","Currently deployed without instrumentation as an aid-to-navigation buoy. We have plans and external funds available to outfit buoy with biogeochemical instrumenation, and expect to have the station back online in 2025 or 2026. No WMO ID yet. ",NANOOS.xlsx,,,
NANOOS,CMOP Saturn 02,46096,SATURN-02,,46.1735,-124.1272,moored buoy,2006-05-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (1m, 6m, 11m, 16m, 21m, 35m), mass_concentration_of_oxygen_in_sea_water (1m, 6m, 11m, 16m, 21m, 35m), fractional_saturation_of_oxygen_in_sea_water (1m, 6m, 11m, 16m, 21m, 35m), sea_water_practical_salinity (1m, 6m, 11m, 16m, 21m, 35m), sea_water_turbidity (1m, 6m, 11m, 16m, 21m, 35m),H1_Nitrate (1m, 6m, 11m, 16m, 21m, 35m),  sea_water_temperature (1m, 6m, 11m, 16m, 21m, 35m)",Note that Saturn-02 is deployed seasonally and recovered during winter,NANOOS.xlsx,,,
NANOOS,CMOP Saturn 03,SETO3,SATURN-03,,46.1997,-123.94,fixed shore platform,2008-04-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (2.4m, 8.2m, 13.0m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (2.4m, 8.2m, 13.0m), H1_FluorescMin (2.4m, 8.2m, 13.0m), H1_Nitrate (2.4m, 8.2m, 13.0m), mass_concentration_of_oxygen_in_sea_water (2.4m, 8.2m, 13.0m), fractional_saturation_of_oxygen_in_sea_water (2.4m, 8.2m, 13.0m), H1_PhrthrnFluoresc (2.4m, 8.2m, 13.0m), quantum_yield_of_fluourescence (2.4m, 8.2m, 13.0m), sea_water_practical_salinity (2.4m, 8.2m, 13.0m), sea_water_turbidity (2.4m, 8.2m, 13.0m), sea_water_temperature (2.4m, 8.2m, 13.0m)",,NANOOS.xlsx,,,
NANOOS,CMOP Saturn 04,SEFO3,SATURN-04,,46.2036,-123.7586,fixed shore platform,2001-11-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.3m, 8.6m), mass_concentration_of_oxygen_in_sea_water (0.3m, 8.6m), fractional_saturation_of_oxygen_in_sea_water (0.3m, 8.6m), sea_water_practical_salinity (0.3m, 8.6m), sea_water_turbidity (0.3m, 8.6m), sea_water_temperature (0.3m, 8.6m)",Currently working to rebuild flow-through system,NANOOS.xlsx,,,
NANOOS,CMOP Saturn 05,SRFW1,SATURN River Station 05 (LOBO Station),,46.1845,-123.1874,fixed shore platform,2009-06-01 00:00:00,O,,N,"Oregon Health Sciences University (OHSU), Portland State University (PSU), USGS","academic, gov_federal","OHSU, PSU, USGS",CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (2.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (2.5m), sea_water_electrical_conductivity (2.5m), mass_concentration_of_oxygen_in_sea_water (2.5m), fractional_saturation_of_oxygen_in_sea_water (2.5m), sea_water_pressure (2.5m), sea_water_turbidity (2.5m), sea_water_temperature (2.5m)",Waiting on USGS approval to re-occupy,NANOOS.xlsx,,,
NANOOS,CMOP Saturn 07,46116,SATURN-07,,46.286,-124.0151,moored buoy,2012-12-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (1m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (1m), mass_concentration_of_oxygen_in_sea_water (1m), fractional_saturation_of_oxygen_in_sea_water (1m), sea_water_practical_salinity (1m), sea_water_turbidity (1m), sea_water_temperature (1m)",,NANOOS.xlsx,,,
NANOOS,CMOP Saturn 09,46117,SATURN-09,,46.1765,-123.8693,moored buoy,2014-09-01 00:00:00,Y,,Yp,CRITFC,tribal,CRITFC,CRITFC,"mass_concentration_of_chlorophyll_in_sea_water (0.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.5m), mass_concentration_of_oxygen_in_sea_water (0.5m), fractional_saturation_of_oxygen_in_sea_water (0.5m), sea_water_practical_salinity (0.5m), sea_water_turbidity (0.5m), sea_water_temperature (0.5m)",,NANOOS.xlsx,,,
NANOOS,CMOP Woody,WDYO3,Woody Island (USCG Pillar Rock back range board),,46.252,-123.534,fixed shore platform,1997-02-01 00:00:00,O,,Yp,CRITFC,tribal,CRITFC,CRITFC,sea_water_temperature (2.4m),Not currently collecting data. Plan to investigate the feasibility of recovery and re-deployment during 2025.,NANOOS.xlsx,,,
NANOOS,NERRS SOSCHWQ,CWQO3,"Station SOSCHWQ - Charleston Bridge, South Slough Reserve",,43.338,-124.321,fixed shore platform,2011-01-01 00:00:00,O,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,
NANOOS,NERRS SOSECWQ,SLOO3,"Station SOSECWQ - Elliot Creek, South Slough Reserve",,43.2965,-124.3107,fixed shore platform,2012-09-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,
NANOOS,NERRS SOSTCMET,SNTO3,"Station SOSTCMET - Tom's Creek, South Slough Reserve",,43.2791,-124.3184,land station,2016-11-01 00:00:00,U,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"air_temperature, surface_air_pressure, surface_downwelling_photosynthetic_radiative_flux_in_air, precipitation_accumulated, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed",,NANOOS.xlsx,,,
NANOOS,NERRS SOSVAWQ,SOQO3,"Station SOSVAWQ - Valino Island, South Slough Reserve",,43.3172,-124.3216,fixed shore platform,2011-01-01 00:00:00,U,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,
NANOOS,NERRS SOSWIWQ,CHQO3,"Station SOSWIWQ - Winchester Arm, South Slough Reserve",,43.282,-124.32,fixed shore platform,2011-01-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,CDMO,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,
NANOOS,SSNERR-CTCLUSI SOSNSWQ,,SOSNSWQ Station - North Spit-BLM Boat Ramp near North Bend,,43.4139,-124.2789,fixed shore platform,2014-08-01 00:00:00,Y,,Yp,NERRS - South Slough,gov_federal,NERRS - South Slough,NWSHADS,"mass_concentration_of_oxygen_in_sea_water (tidally variable), fractional_saturation_of_oxygen_in_sea_water (tidally variable), sea_water_ph_reported_on_total_scale (tidally variable), sea_water_practical_salinity (tidally variable), sea_water_turbidity (tidally variable), depth (tidally variable), sea_water_temperature (tidally variable)",,NANOOS.xlsx,,,
NANOOS,NWIC Bellingham Bay,46118,Se`lhaem Bellingham Bay buoy,,48.7237,-122.5765,moored buoy,"2/1/2016, recently restored 08/2024",Y,,Yp,Northwest Indian College (NWIC),academic,NWIC,APL-UW / Northwest Environmental Moorings (NWEM),"air_temperature, surface_air_pressure, dew_point_temperature, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (0.5m), concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate (0.5m), mass_concentration_of_oxygen_in_sea_water (0.5m, 18m), sea_water_ph_reported_on_total_scale (0.5m, 18m), sea_water_pressure (0.5m, 18m), sea_water_practical_salinity (0.5m, 18m), sea_water_turbidity (0.5m), depth (0.5m, 18m), sea_water_temperature (0.5m, 18m)",,NANOOS.xlsx,,,
NANOOS,ORCA Carr Inlet,46121,Profiling Buoy at Carr Inlet - South Sound,,47.28,-122.73,profiling buoy,2010-10-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~40m,NANOOS.xlsx,,,
NANOOS,ORCA Dabob Bay,46122,Profiling Buoy at Dabob Bay - Hood Canal,,47.8034,-122.8029,profiling buoy,2010-07-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"surface_partial_pressure_of_carbon_dioxide_in_air, surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.1m),  mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~95m,NANOOS.xlsx,,,
NANOOS,ORCA Hansville,46125,Profiling Buoy at Hansville - Hood Canal,,47.9073,-122.627,profiling buoy,2010-11-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, dew_point_temperature, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~85m,NANOOS.xlsx,,,
NANOOS,ORCA Hoodsport,46124,Profiling Buoy at Hoodsport - Hood Canal,,47.4218,-123.1126,profiling buoy,2010-08-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~120m,NANOOS.xlsx,,,
NANOOS,ORCA Point Wells,46120,Profiling Buoy at Point Wells - Central Sound,,47.7612,-122.3972,profiling buoy,2010-04-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~90m,NANOOS.xlsx,,,
NANOOS,ORCA Twanoh,46123,Profiling Buoy at Twanoh - Hood Canal,,47.375,-123.0083,profiling buoy,2010-08-01 00:00:00,Y,,Yp,APL-UW,academic,APL-UW,APL-UW / NWEM,"air_temperature, surface_air_pressure, surface_partial_pressure_of_carbon_dioxide_in_air, dew_point_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, relative_humidity, wind_from_direction, wind_speed_of_gust, wind_speed, mass_concentration_of_chlorophyll_in_sea_water (profiling), surface_partial_pressure_of_carbon_dioxide_in_sea_water (0.1m), mass_concentration_of_oxygen_in_sea_water (profiling), fractional_saturation_of_oxygen_in_sea_water (profiling), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (profiling), sea_water_sigma_t (profiling), sea_water_temperature (profiling)",Profiling from surface to ~30m,NANOOS.xlsx,,,
NANOOS,OSU CB-06,46128,"CB-06, 6NM W of Coos Bay",,43.2916,-124.5383,moored buoy,2017-07-01 00:00:00,Y,,Yp,Oregon State University (OSU),academic,OSU,OSU,"surface_partial_pressure_of_carbon_dioxide_in_air, net_downward_shortwave_flux_in_air, surface_partial_pressure_of_carbon_dioxide_in_sea_water (1m), sea_water_ph_reported_on_total_scale (1m), sea_water_practical_salinity (1m, 1.5m), sea_water_temperature (1m, 1.5m)",,NANOOS.xlsx,,,
NANOOS,OSU Yaquina,,"OSU Yaquina Bay site, Newport",,44.6311,-124.0491,fixed shore platform,2019-01-01 00:00:00,O,,Yp,Oregon Sea Grant,academic,OSU,OSU,"sea_water_practical_salinity (0.9m, 2.1m, 3.4m), sea_water_temperature (0.9m, 2.1m, 3.4m)","No WMO ID, small local deployment",NANOOS.xlsx,,,
NANOOS,Fanny Bay Oysters,,"Fanny Bay Oysters, Baynes Sound",,49.4716,-124.7927,fixed shore platform,2017-03-01 00:00:00,Y,,N,Fanny Bay Oysters,industry,Hakai Institute/ Fanny Bay Oysters,Hakai Institute,"total_alkalinity (6m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (6m), dissolved_inorganic_carbon (6m), Omega_aragonite (6m),  sea_water_ph_reported_on_total_scale (6m), sea_water_practical_salinity (6m), sea_water_temperature (6m)",,NANOOS.xlsx,,,
NANOOS,FHL-UW Friday Harbor,,UW Friday Harbor Laboratories Cantilever Pt,,48.5461,-123.0077,land station,2006,Y,,N,Friday Harbor Laboratory (FHL) - UW,academic,FHL-UW,FHL-UW,"air_temperature, surface_downwelling_photosynthetic_radiative_flux_in_air, rainfall_rate, relative_humidity, net_downward_shortwave_flux_in_air, wind_from_direction, wind_speed",,NANOOS.xlsx,,,
NANOOS,FHLOO,,Friday Harbor Laboratories Ocean Observatory,,48.5453,-123.0121,fixed shore platform,2010,Y,,N,FHL-UW,academic,FHL-UW,FHL-UW,"mass_concentration_of_chlorophyll_in_sea_water (1.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (1.5m), sea_water_electrical_conductivity (1.5m), mass_concentration_of_oxygen_in_sea_water (1.5m), fractional_saturation_of_oxygen_in_sea_water (1.5m),  sea_water_ph_reported_on_total_scale (1.5m), sea_water_practical_salinity (1.5m), sea_water_turbidity (1.5m), sea_water_temperature (1.5m)",,NANOOS.xlsx,,,
